ResponseId,team_name,Issue,"basis (1 = Intuition, 2 = Theory, 3 = Sim, 4 = Data, 5 = Other)",basis_5_TEXT,model,theory,parameters,Other Entries (documents and/or previous submissions),numpred_4,OT Type,TS Type,Type Difference?,OT New Type,TS New Type,Type Difference 2.0,Type.Final,OT New Comments,TS New Comments,dr. G ruling,OT Complexity,TS Complexity,Type Difference?,OT New Complexity,TS New Complexity,Complexity Difference 2.0,Complexity.Final,OT New Comments,TS New Comments, OT Flag,TS Flag,OT.comment,TS.comment
R_1mpWg38aa9BMatM,SCREEN Team,lifesat,"1,2",NA,NA,"Our models on the predictions of life satisfaction are based on the family stress model, whereby the great social disruption (and economic fallout) will create a large drop in life satisfaction for May 2020. We hypothesize this will recover slightly with the opening of the economy, but will not return to pre-pandemic levels until 2021. ","Economic recession, household income, increases in family conflict, parenting stress. ",,4,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1mpWg38aa9BMatM,SCREEN Team,posaffect,"1,2",NA,NA,"Our predictions are informed by developmental systems theory, which includes the digital level of analysis in the ecology of human development and family life. Moreover, we hypothesize to observe a spillover of affect from the family context into the social media space. ","Economic recession, unemployment, the election seasonality (thanksgiving and holidays), family conflict, parenting stress, child behavior. ",,6,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1mpWg38aa9BMatM,SCREEN Team,negaffect,"1,2",NA,NA,"Our predictions are informed by developmental systems theory, which includes the digital level of analysis in the ecology of human development and family life. Moreover, we hypothesize to observe a spillover of affect from the family context into the social media space. ","Economic recession, unemployment, the election seasonality (thanksgiving and holidays), family conflict, parenting stress, child behavior. ",,6,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1mpWg38aa9BMatM,SCREEN Team,ideolrep,1,NA,NA,Our team does not have expertise in this domain. Our forecasts are being made as scientists who do NOT specifically have expertise in this area. ,"US election cycle, Donald Trump's handling of the US pandemic, economic recession, Joe Biden's campaign. ",,4,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_1mpWg38aa9BMatM,SCREEN Team,ideoldem,1,NA,NA,Our team does not have expertise in this domain. Our forecasts are being made as scientists who do NOT specifically have expertise in this area. ,"US election cycle, Donald Trump's handling of the US pandemic, economic recession, Joe Biden's campaign. ",,4,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_1mpWg38aa9BMatM,SCREEN Team,polar,1,NA,NA,Our team area also not experts in this area. We are basing our initial predictions on general intuition based on following the news cycle. ,"recession, economy, 2020 US election, Trump campaign, Biden campaign, stabilization of US markets. ",,6,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_ZlWXYoDU53yJZst,MORDEAUX Team,iasian,2,NA,NA,"According to papers and pre-prints recently published (Brownstein, Madva & Gawronski, 2019; Schimmack, 2019; Vianello & Bar-Anan, 2020), we believe that the IAT has too weak theoretical underpinnings. There is no convincing evidence that the current pandemic could influence the responses in IAT. We hypothesize that implicit Asian-American bias will not significantly change in the next 12 months. To predict the IAT scores for the next 12 months we randomly generated numbers from the Mean +/- SD Interval. We believe that the true numbers will not deviate far from our randomly generated guesses. 

Schimmack, U. (2019). The implicit association test: a method in search of a construct. Perspectives on Psychological Science, 1745691619863798.
Vianello, M., & Bar-Anan, Y. (2020) Can the Implicit Association Test measure automatic judgment? The validation continues.
Brownstein, M., Madva, A., & Gawronski, B. (2019). Understanding implicit bias: Putting the criticism into perspective. Pacific Philosophical Quarterly.
",NA,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_ZlWXYoDU53yJZst,MORDEAUX Team,iafric,2,NA,NA,"According to papers and pre-prints recently published (Brownstein, Madva & Gawronski, 2019; Schimmack, 2019; Vianello & Bar-Anan, 2020), we believe that the IAT has too weak theoretical underpinnings. There is no convincing evidence that the current pandemic could influence the responses in IAT. We hypothesize that implicit African-American bias will not significantly change in the next 12 months. To predict the IAT scores for the next 12 months we randomly generated numbers from the Mean +/- SD Interval. We believe that the true numbers will not deviate far from our randomly generated guesses. 

Schimmack, U. (2019). The implicit association test: a method in search of a construct. Perspectives on Psychological Science, 1745691619863798.
Vianello, M., & Bar-Anan, Y. (2020) Can the Implicit Association Test measure automatic judgment? The validation continues.
Brownstein, M., Madva, A., & Gawronski, B. (2019). Understanding implicit bias: Putting the criticism into perspective. Pacific Philosophical Quarterly.
",NA,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_ZlWXYoDU53yJZst,MORDEAUX Team,igend,2,NA,NA,"According to papers and pre-prints recently published (Brownstein, Madva & Gawronski, 2019; Schimmack, 2019; Vianello & Bar-Anan, 2020), we believe that the IAT has too weak theoretical underpinnings. There is no convincing evidence that the current pandemic could influence the responses in IAT. We hypothesize that implicit Asian-American bias will not significantly change in the next 12 months. To predict the IAT scores for the next 12 months we randomly generated numbers from the Mean +/- SD Interval. We believe that the true numbers will not deviate far from our randomly generated guesses. 

Schimmack, U. (2019). The implicit association test: a method in search of a construct. Perspectives on Psychological Science, 1745691619863798.
Vianello, M., & Bar-Anan, Y. (2020) Can the Implicit Association Test measure automatic judgment? The validation continues.
Brownstein, M., Madva, A., & Gawronski, B. (2019). Understanding implicit bias: Putting the criticism into perspective. Pacific Philosophical Quarterly.
",NA,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_2ZKRjwRKzN67eJY,Team Funemployed,lifesat,"2,4,5","Our predicted variable is life satisfaction. We used data driven estimation based on time-series data and other statistical modelling. We attempted to look at the correlation between the number of COVID-19 cases and life satisfaction. However, for the first half of 2020, we found a counterintuitive strong positive correlation (adjusted R2 = 0.8; however we only have 4 points in the time series giving a p value of > 0.05). Thus, we shifted our focus on employment data. Employment status is also a good predictor of life satisfaction (adjusted R2 = 0.49; p < 0.05). Furthermore, income was a significant predictor of life satisfaction (adjusted R2 = 0.98; p < 0.05) as calculated from the Gallup data (and income and employment are obviously correlated). Hence, we based our forecast of life satisfaction based on employment status.","Our predicted variable is life satisfaction. We used data driven estimation based on time-series data and other statistical modelling. We attempted to look at the correlation between the number of COVID-19 cases and life satisfaction. However, for the first half of 2020, we found a counterintuitive strong positive correlation (adjusted R2 = 0.8; however we only have 4 points in the time series giving a p value of > 0.05). Thus, we shifted our focus on employment data. Employment status is also a good predictor of life satisfaction (adjusted R2 = 0.49; p < 0.05). Furthermore, income was a significant predictor of life satisfaction (adjusted R2 = 0.98; p < 0.05) as calculated from the Gallup data (and income and employment are obviously correlated). Hence, we based our forecast of life satisfaction based on the overall unemployment rate.","The association between income and life satisfaction has been shown to be robust. Past research has consistently found the small to moderate positive association between income and life satisfaction (e.g., Blanchflower & Oswald, 2004; Boes & Winkelmann, 2010; Diener, Ng, Harter, & Arora, 2010; Kahneman & Deaton, 2010; Lelkes, 2006; Luhmann, Schimmack, & Eid, 2011; Tao & Chiu, 2009). One reason this could be is because money could be fulfilling basic needs of individuals, so income might have a direct effect on the satisfaction that people experience. In line with this research, we expect life satisfaction to decrease with lower income.
Research has shown negative associations between unemployment and life satisfaction and suggests that unemployment may endanger subjective well-being (life satisfaction) through individual experiences, contextual factors, or both (Calvo, Mair, & Sarkisian, 2015; Eichhorn, 2012). Additionally, Moreover, people report experiencing a diminished sense of subjective well-being when the unemployment rate is higher, even after controlling for whether the person is employed or not (Di Tella, MacCulloch, and Oswald 2003). It seems that unemployment reduces individual welfare even for people who are still employed, and this could be because of the  economic insecurity that results from the increase in the rate of unemployment (Luechinger, Meier, & Stutzer, 2010). In line with this, we expect life satisfaction to decrease as the rate of unemployment increases.
",Unemployment rate; we estimated effect of unemployment rate on life satisfaction by training a regression model.,,1,3,4,1,4,4,0,4,"Mistake on my part, this is clearly hybrid","The participant mentioned using theory and data-driven method in their analysis, thus it should be a hybrid",,2,1,1,3,3,0,3,Looked at correlation between employment data and life satisfaction,"The participant mentioned using time series model and other statistical analysis. They also included an additional variable: unemployent rate, thus I think it should be a complex forecasting model.",,,,
R_1eOzg1yvQRxoVr0,WeGen,lifesat,"1,2",NA,NA,"Theories of set-points, high stability, and substantial heritability. Specific events have limited and mostly short-term effects that would cancel out across regions. ","Genetic latent variables, random variables across regions. ",,2,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1eOzg1yvQRxoVr0,WeGen,posaffect,"1,2",NA,NA,NA,NA,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1eOzg1yvQRxoVr0,WeGen,negaffect,"1,2",NA,NA,NA,NA,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_3je47BZiW0vsXxb,Haku,lifesat,5,"Not formal modeling, but examined data in the presented data, and then used maximum month-over-month difference as the unit of change from May 2020 to April 2021. The reasons for each month prediction is provided in the uploaded Excel file.","Month-to-month changes based on hypothesized change in the trajectory/impact of the COVID-19 pandemic over time--since that is likely to be overwhelmingly the determinant of life satisfaction. Made month-to-month guesses about what might happen month to month, initially starting with greatest negative impact on overall satisfaction in May 2020, just before social distancing was relaxed.

Used the greatest difference in month-over-month average as the unit of change, and then multiplied by a factor (1 or 2) depending on my estimate of how strongly negative/positive the change would be from events of that month. These are total guesses.

Assumes Biden wins in the election, but we'll see!

I noted that there did not seem to be any systematic seasonality, so that was a relief...

Apr 2020: Shock from COVID = greatest month over month decrease x 2
May 2020: Continued decrease dampened by 50%
June 2020: Increased from relaxation of social distancing--back to 04/01/20
July 2020: Recognition of explosive increase due to relaxation of soc. Distancing
Aug 2020: Continued decline due to failed social distancing + exp death increase
Sep 2020: Continued decline due to failed social distancing + exp death increase
Oct 2020: Trump October surprise, chaos over election--maximal uncertainty
Nov 2020: Trump October surprise, chaos over election--maximal uncertainty
Dec 2020: Trump loses, but still chaos over election. Constitutional crisis
Jan 2021: After Electoral College votes--affirming Biden victory
Feb 2021: Biden is inaugurated
Mar 2021: Optimism from Biden--despite economic calamity
Apr 2021: Optimism from Biden--despite economic calamity",No real basis in theory.,"All about COVID, and the expected trajectory of deaths and cases, including what I believe will be a temporary elation over economy opening up, but dashed when an enormous number of cases then results from that opening up.",,3,3,3,0,3,3,0,3,,,,2,1,1,1,3,1,3,month-over-month differences. ,"Although the participant did not use a very complex method in their forecasting, just a maximum month-over-month difference, however, they included 3 additional variables in their analysis, which should be a 3 in complexity according to the coding scheme.",,,,"Although the participant did not use a very complex method in their forecasting, just a maximum month-over-month difference, however, they included 3 additional variables in their analysis, which should be a 3 in complexity according to the coding scheme."
R_3fYLuMJqqxpujqn,Haifa_Team,lifesat,1,NA,NA,na,"I based my predictions mainly on past data as a benchmark. Also, my predictions are based on a hope that the COVID pandemic is going to slow down within the following few months. I assume that generally there is a bit lower life satisfaction at Winter, but I also predict some increase in Life Satisfaction closer to the New Year (especially among the measure population - i.e., Twitter users). After a somewhat lower life satisfaction in January - February, I predict a spike in life satisfaction towards March-April 2021, as I hope we will be over the COVID, and there will be a lot of optimism for a brighter future.   ",,2,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_3fYLuMJqqxpujqn,Haifa_Team,egend,1,NA,NA,na,"My absolutely main variable was previous data: I noticed that the G-C Bias historically was relatively low, and with minor monthly fluctuations. I assumed similar trend will continue.  ",,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_2tr58oLYN0VNmIZ,md2000,lifesat,1,NA,NA,"worsening economy based on worsening pandemic, with bumps for hopefulness after election. then sliding after people discover there is no miracle cure.","worsening economy based on worsening pandemic, with bumps for hopefulness after election. then sliding after people discover there is no miracle cure.",,3,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_2aKoSThX91WupmH,md2000,ideolrep,1,NA,NA,worsening covid -> worsening economic situation -> more liberalism;  with bumps for both parties as the general election heats up; cooling at the end as people discover there is no silver bullet,"covid, economy, conventions, Biden taking office, no easy end in sight",,5,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_2aKoSThX91WupmH,md2000,ideoldem,1,NA,NA,worsening covid -> worsening economic situation -> more liberalism;  with bumps for both parties as the general election heats up; cooling at the end as people discover there is no silver bullet,"covid, economy, conventions, Biden taking office, no easy end in sight",,5,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_bIXpphfS5SwVH4l,md2000,polar,1,NA,NA,increasing polarization leading up to election; decreasing polarization after election; until people realize that new president has no magic solutions,increasing polarization leading up to election; decreasing polarization after election; until people realize that new president has no magic solutions,,3,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_239sC1pcvWFRDp0,md2000,easian,1,NA,NA,increasing bias as conflict with China heats up and as jingoistic talk increases as election ramps up; decrease after election as jingoism decreases,increasing bias as conflict with China heats up and as jingoistic talk increases as election ramps up; decrease after election as jingoism decreases,,2,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_1jJ4bv4NOSxgrke,Goldensaber,ideolrep,"1,2",NA,NA,"We are working from an emerging model (The Pandemic Ideology-Experience Model) that looks at the interplay of ideology, disease threat/impacts, and political motives.  We were also thinking about past work (e.g., Beall et al., 2016) showing that disease threat more generally might make people lean conservative, although we think the current pandemic may involve a different set of parameters.  ","I used Gallup polling data over the pandemic to evaluate trends in Americans in general (https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx) and Republicans and Democrats in particular (https://news.gallup.com/poll/311408/republicans-skeptical-covid-lethality.aspx).  I also looked at economic forecasts, but I put less stock in them because I view them as less solid than the polling data trends.
The relevant variables were people's general fear of the disease and their economic concerns.  Our own data suggest that conservatives' trust of Trump goes down (relative to liberals) with increasing fear of the disease.  Our model suggests that the conservatism-threat tie is changed as people experience more impacts of the disease.  This led to the reflection that if the trend is to perceive the disease as less threatening (Gallup data suggest it is), this might actually make people more likely to support conservative candidates.  This is a bit at odds with prior work on Ebola, but I think the political motives involved here are different: Conservatives’ goals are better suited by a less-threatening COVID, while liberals’ goals are better suited to a more-threatening COVID.  Thus, given the current trends, we estimated a slight conservative shift.  
On the flip side, people are either slightly more economically worried than they were when the pandemic started, or about the same as they were at the beginning.  A poor economy would go against a sitting president, which might make people report less support for conservatives.  However, in this case it might also more generally be in line with conservative expectations about the disease (conservatives = “people who said we should err on the side of the economy”), thus in a sense serving more conservative ends in the short term.  This might lead to a slight conservative shift.   It is difficult to say what will happen after a certain point, so we believed holding static at that point was the best estimate.  (Such models are less useful the farther out predictions go, because we have an increasing number of uncertainties).
",,3,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1jJ4bv4NOSxgrke,Goldensaber,ideoldem,"1,2",NA,NA,"We are working from an emerging model (The Pandemic Ideology-Experience Model) that looks at the interplay of ideology, disease threat/impacts, and political motives.  We were also thinking about past work (e.g., Beall et al., 2016) showing that disease threat more generally might make people lean conservative, although we think the current pandemic may involve a different set of parameters.  ","I used Gallup polling data over the pandemic to evaluate trends in Americans in general (https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx) and Republicans and Democrats in particular (https://news.gallup.com/poll/311408/republicans-skeptical-covid-lethality.aspx).  I also looked at economic forecasts, but I put less stock in them because I view them as less solid than the polling data trends.
The relevant variables were people's general fear of the disease and their economic concerns.  Our own data suggest that conservatives' trust of Trump goes down (relative to liberals) with increasing fear of the disease.  Our model suggests that the conservatism-threat tie is changed as people experience more impacts of the disease.  This led to the reflection that if the trend is to perceive the disease as less threatening (Gallup data suggest it is), this might actually make people more likely to support conservative candidates.  This is a bit at odds with prior work on Ebola, but I think the political motives involved here are different: Conservatives’ goals are better suited by a less-threatening COVID, while liberals’ goals are better suited to a more-threatening COVID.  Thus, given the current trends, we estimated a slight conservative shift.  
On the flip side, people are either slightly more economically worried than they were when the pandemic started, or about the same as they were at the beginning.  A poor economy would go against a sitting president, which might make people report less support for conservatives.  However, in this case it might also more generally be in line with conservative expectations about the disease (conservatives = “people who said we should err on the side of the economy”), thus in a sense serving more conservative ends in the short term.  This might lead to a slight conservative shift.   It is difficult to say what will happen after a certain point, so we believed holding static at that point was the best estimate.  (Such models are less useful the farther out predictions go, because we have an increasing number of uncertainties).
",,3,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1jJ4bv4NOSxgrke,Goldensaber,polar,"1,2",NA,NA,"We are working from an emerging model (The Pandemic Ideology-Experience Model) that looks at the interplay of ideology, disease threat/impacts, and political motives.  In this case, this model (and our data) suggest that intense experience with, and impacts of, the disease will reduce polarization at an ideological level.  However, as illustrated below, the current trends in the relevant variables suggest perceived experience/threat is going in the opposite direction.","I used Gallup polling data over the pandemic to evaluate trends in Americans in general (https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx) and Republicans and Democrats in particular (https://news.gallup.com/poll/311408/republicans-skeptical-covid-lethality.aspx). 

The relevant variables were people's general fear of the disease and their economic concerns.  Our own data suggest that both parties are viewing this pandemic through largely partisan motives, e.g., conservatives view the disease as less threatening because a less-threatening COVID reduces the need for big government (something conservatives want), while a more-threatening COVID increases the need for big government (something liberals want).  Our data further suggest that these partisan lenses become less important as people experience direct effects of the disease.
However, polling trends suggest that people are viewing the disease as less threatening than they did at the beginning of the pandemic – suggesting if anything a rise in partisanship will occur in the summer.  I suspect this rise will be temporary, stabilizing either because the disease itself has a second wave (thus increasing experience levels which reduce partisanship), or because things normalize (thus returning partisanship to prior levels).  It is difficult to say what will happen after a certain point, so we believed holding static at that point was the best estimate.  (Such models are less useful the farther out predictions go, because we have an increasing number of uncertainties).
  
Also, the polarization measurement itself is tricky.  Not only is it very specific to Trump, it also looks to me like it is getting close to a ceiling effect.  Thus, in part I moderated the potential growth in polarization because realistically, on that question, it cannot get much greater.",,2,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_XhWt0WhYksIvwI1,CheeseCake,lifesat,"1,2",NA,NA,"My predictions were based on three influential factors: economic recovery, coronavirus vaccine, and presidential election. In addition, I also considered the change of season and the increased spread of infectious diseases in the winter. ","As noted above, I believe several major factors may play an important role in affecting life satisfaction. ",,6,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_XhWt0WhYksIvwI1,CheeseCake,posaffect,1,NA,NA,"My predictions were based on prior data, which showed that both positive and negative affects on social media are fairly stable over time. ","I have considered the change of seasons and the flu during the winter, assuming the vaccine for COVID-19 has not been developed by then.  ",,3,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_XhWt0WhYksIvwI1,CheeseCake,negaffect,1,NA,NA,"My predictions were based on prior data, which showed that both positive and negative affects on social media are fairly stable over time. ","I have considered the change of seasons and the flu during the winter, assuming the vaccine for COVID-19 has not been developed by then.  ",,3,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_XhWt0WhYksIvwI1,CheeseCake,easian,1,NA,NA,"The past data showed that the bias against Asian -Americans are relatively stable, although fluctuating within a small range. With the outbreak of COVID-19, the bias increased. I predicted that the bias will remain at the higher level for as long as the effect of the pandemic continues.  ",COVID-19 and the attribution of the cause to China was the major factor for my prediction. ,,2,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_3MFIxk2p3fJmFfz,CantabRoyal,posaffect,1,NA,NA,NA,"Election campaign may exacerbate negative social media messages - denunciation of opposite party, ad hominem attacks, outrage",,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_3MFIxk2p3fJmFfz,CantabRoyal,negaffect,1,NA,NA,NA,"Election campaign may exacerbate negative social media messages - denunciation of opposite party, ad hominem attacks, outrage",,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_2tLue9TWKlCrv64,Sociology,lifesat,"1,2",NA,NA,"Life satisfaction drops dramatically when people become unemployed, and during this period many people became unemployed. I suspect that as the economy begins to open back up more and people are getting back to work there will be substantial upward movement in life satisfaction after a quick initial dip. There are also other things going on at the same time where people are more lonely while things are closed down, and will be less lonely (and posting more positively on Twitter again, which is how life satisfaction is being measured here) once things open back up. I suspect, however, that even as things open back up more it would take a good while to get back to where we were pre-pandemic.","I didn't formally model additional variables. Instead, I'm making estimates based on suspected patterns in things ""opening"" back up again.",,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_2tLue9TWKlCrv64,Sociology,ideolrep,"1,2",NA,NA,"There are strong partisans who are likely not to switch even in tumultuous times. Therefore it will largely be the moderate/independent folks who will be more likely to change their support. Partisanship is fairly stable, so that even through massive social shifts I don't expect massive change, especially as Trump has basically already insulated himself from people caring about whether he lies, makes bad decisions, etc. He appeals to their status threat and ingroup identity, and therefore they support him and the party regardless. I do suspect some moderates will shift toward the Democratic party, but am skeptical about that being a particularly large number of people.",N/A,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
