,Duration..in.seconds.,ResponseId,phase,team_name,domain,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,Month.13,Month.14,Month.15,Month.16,Month.17,Month.18,confidence,subexpert,pub,basis,basis_5_TEXT,model,theory,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,coviddesc,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,datatrain,counterfact,counter_imp,counter_yn,othercounter,othercountim,Method,isExpert,ResponseId.old,revised,team_size,team_expertise,team_size.coded,team_discipline.coded,team_discipline.missingdat,previous_tournament.coded,previous_tournament.missingdat,Age,Sex,Genderident,Genderident_5_TEXT,Occupation,Ethnicity,Education,Religion,Religion_Other,Politics_1,Country.of.Residence,Residential.Area,Income,time_upload,Method.coded,Method.complex,DataOnly,mean_error_w1,root_mean_sqr_error_w1,mean_abs_error_w1,mean_percent_error_w1,mean_abs_percent_error_w1,MASE1_w1,RMSE_cutoff_Naive_linear,RMSE_cutoff_Naive_rwf,compare_to_naive_linear,compare_to_naive_rwf,MASE_cutoff_Naive_linear,MASE_cutoff_Naive_rwf,compare_to_naive_linear_MASE,compare_to_naive_rwf_MASE,time_spent,mean_error_covid,root_mean_sqr_error_covid,mean_abs_error_covid,mean_percent_error_covid,mean_abs_percent_error_covid,MASE1_covid,mean_error_w1_lastmonths,root_mean_sqr_error_w1_lastmonths,mean_abs_error_w1_lastmonths,mean_percent_error_w1_lastmonths,mean_abs_percent_error_w1_lastmonths,MASE1_w1_lastmonths,mean_error_w2,root_mean_sqr_error_w2,mean_abs_error_w2,mean_percent_error_w2,mean_abs_percent_error_w2,MASE1_w2,RMSE_cutoff_Naive_linear_w2,RMSE_cutoff_Naive_rwf_w2,compare_to_naive_linear_w2,compare_to_naive_rwf_w2,MASE_cutoff_Naive_linear_w2,MASE_cutoff_Naive_rwf_w2,compare_to_naive_linear_MASE_w2,compare_to_naive_rwf_MASE_w2,team_gender,team_education,team_Age,non_US,CounterFactual_Presence_Final,COVID.Final,Onus.Final,counterNum,justification_dataReceived,justification_theoreticalInsight,justification_externalEvent,parameters_coded,TournamentStart,ForecastisUpdated
400,NA,R_DLVIGmn1pzs32P7,2,C-Team,lifesat,NA,NA,NA,NA,NA,NA,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,2,4,1,"1,4",NA,Geometric mean of the known datapoints provided ,"Our forecast is based on the general assumption that the many factors that predict the outcome variable are not known. Therefore, we opted for a minimalist model that summarizes the known datapoints and no additional assumptions. ","Expert forecasts on COVID (e.g., the IHME forecasts), even forecasts made for the same day, have been wrong by a lot. Thus, we are not incorporating additional assumptions on COVID or other variables into our model. All the given datapoints are summarized using their geometric mean.",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barring dramatic types of counterfactuals, earlier application of social distancing may have affected the forecast. The direction and effect size of that would be hard to estimate.    ",2,2,NA,NA,Mixed,1,R_DLVIGmn1pzs32P7,1,2,evolutionary and personality psychologists conducting research on social well-being,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021615096,0.027061538,0.021615096,-0.34197632,0.34197632,0.646798738,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,0,41.5,50,1,2,0,1,1,0,0,0,May,Updated in Nov
401,NA,R_3L72c3NrNGsOve2,2,Woodstock,egend,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If Harris becomes president because Biden has to step down this could change perspectives,3,2,NA,NA,Intuition/Theory,1,R_3L72c3NrNGsOve2,0,1,I do research on persoanlity psychology,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.233807235,0.234834482,0.233807235,-30.62280147,30.62280147,6.025044797,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,100,0,59,100,0,0,0,0,NA,NA,NA,0,November,Novel Forecast in November
402,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,ideoldem,NA,NA,NA,NA,NA,NA,50,48,47,46,46,45,45,44,46,45,43,44,5,5,2,1,NA,NA,NA,I took into account the fact that the US presidential elections are now over.,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If Trump had won the election, my estimations would then be different.",6,1,"If Trump decides not to leave the White House, things may change.",7,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.704285714,2.221345887,1.704285714,-3.750004901,15.99864892,1.60394323,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,100,29,100,1,0,0,1,0,0,1,1,May,Updated in Nov
403,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,ideolrep,NA,NA,NA,NA,NA,NA,35,37,39,39,37,37,38,37,36,37,35,36,5,5,2,1,NA,NA,NA,I took into account the fact that the US presidential elections are now over.,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If Trump had won the election, my estimations would then be different.",6,1,"If Trump decides not to leave the White House, things may change.",7,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.401428572,7.417836337,6.401428572,14.26770816,15.99864892,6.299157526,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,29,100,1,0,0,1,0,0,1,1,May,Updated in Nov
404,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,polar,NA,NA,NA,NA,NA,NA,89,87,85,83,83,82,80,81,79,78,80,77,5,5,2,1,NA,NA,NA,My estimate was based on the fact that the US presidential elections are now over.,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If Trump had won the election, I would expect an even greater political polarization.",7,1,"If Trump does not leave office, political polarization can deepen.",7,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.916666667,3.088958832,2.583333333,-1.142148909,3.103371429,1.112085459,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,100,29,100,1,0,0,1,0,0,1,1,May,Updated in Nov
405,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,iasian,NA,NA,NA,NA,NA,NA,0.34,0.35,0.33,0.32,0.31,0.31,0.33,0.34,0.35,0.32,0.31,0.3,5,5,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If Trump was elected as a president, my estimates would be slightly different.",6,2,NA,NA,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023013203,0.026092055,0.023013203,6.578838423,6.578838423,0.955698481,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,29,100,1,0,0,1,0,0,0,0,May,Updated in Nov
406,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,easian,NA,NA,NA,NA,NA,NA,-0.16,-0.18,-0.15,-0.13,-0.11,-0.09,-0.1,-0.12,-0.14,-0.12,-0.09,-0.13,5,5,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.039818542,0.070892132,0.053797046,18.01199864,28.13661872,0.909359949,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,29,100,0,0,0,0,0,0,0,0,May,Updated in Nov
407,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,iafric,NA,NA,NA,NA,NA,NA,0.29,0.28,0.3,0.29,0.28,0.28,0.27,0.26,0.25,0.29,0.3,0.31,5,5,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006027493,0.010697525,0.007489363,-2.164697296,2.682692163,0.888886581,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,29,100,0,0,0,0,0,0,0,0,May,Updated in Nov
408,NA,R_31ioPcwrSSwt3Oa,2,Tosbik,eafric,NA,NA,NA,NA,NA,NA,-0.22,-0.23,-0.23,-0.2,-0.24,-0.25,-0.26,-0.22,-0.19,-0.16,-0.13,-0.11,5,5,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,Intuition/Theory,1,R_31ioPcwrSSwt3Oa,1,1,"I am a second-year PhD student in social psychology. I have published research on the social psychology of intergroup relations, prejudice, discrimination, and social identity.,",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028157396,0.035157008,0.032088664,-14.65402638,16.51020344,1.065077308,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,100,29,100,0,0,0,0,0,0,0,0,May,Updated in Nov
409,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,negaffect,NA,NA,NA,NA,NA,NA,2.3,2.5,2.1,2.2,2.4,2.2,2,2.2,1.8,1.7,1.9,1.7,5,7,1,"1,2,4",NA,"Time series analysis with literal seasonality adjustments with an adjustment based on our theory that once a vaccine becomes available, affective trends will reverse to gradually return to pre-COVID levels","We theorize that a major of affect is a feeling polarization exacerbated by the lack of contact. When isolation fades, so too will polarization. We also anticipate that hopefulness about the future will improve after a vaccine becomes available which will drive improvements in affect.",We simply had a discreet variable for the timing of the availability of a vaccine. ,1,1,3,Availability of a vaccine,"COVID-19 related isolation and uncertainty about the ""end"" of the pandemic drive polarization and hopelessness, reducing positive affect and driving up negative affect. When the vaccine becomes widely available and trusted, contact and the sense of an ""end"" will reverse affect trends.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Counterfactual 1: A vaccine does not become available in late spring / early summer, leading the pre-trend to persevere for longer than anticipated. The answer below relates to this counterfactual Counterfactual 2: A vaccine is made available, and isolation diminishes, but polarization persists due to diminishing valence of contact effects in a severely polarized environment Counterfactual 3: A vaccine is made available, and isolation diminishes, but hopelessness persists due to other unforeseen events (e.g. world war). We hope this to be exceedingly unlikely",7,1,"As noted previously, counterfactual 2 was that polarization persists. Even if this occurs, hopefulness about the future could still be driven by the notion of an end of the pandemic.",4,Mixed,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.624957934,0.741608724,0.624957934,-45.18787361,45.18787361,3.101312994,0,1,Below Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,1,November,Novel Forecast in November
410,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,posaffect,NA,NA,NA,NA,NA,NA,-1.9,-2,-1.9,-1.8,-1.9,-1.6,-1.5,-1.8,-1.3,-1.2,-1.5,-1.2,5,7,1,"1,2,4",NA,"Time series analysis with literal seasonality adjustments with an adjustment based on our theory that once a vaccine becomes available, affective trends will reverse to gradually return to pre-COVID levels","We theorize that a major of affect is a feeling polarization exacerbated by the lack of contact. When isolation fades, so too will polarization. We also anticipate that hopefulness about the future will improve after a vaccine becomes available which will drive improvements in affect.",We simply had a discreet variable for the timing of the availability of a vaccine. ,1,1,3,Availability of a vaccine,"COVID-19 related isolation and uncertainty about the ""end"" of the pandemic drive polarization and hopelessness, reducing positive affect and driving up negative affect. When the vaccine becomes widely available and trusted, contact and the sense of an ""end"" will reverse affect trends.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Counterfactual 1: A vaccine does not become available in late spring / early summer, leading the pre-trend to persevere for longer than anticipated. The answer below relates to this counterfactual Counterfactual 2: A vaccine is made available, and isolation diminishes, but polarization persists due to diminishing valence of contact effects in a severely polarized environment Counterfactual 3: A vaccine is made available, and isolation diminishes, but hopelessness persists due to other unforeseen events (e.g. world war). We hope this to be exceedingly unlikely",7,1,"As noted previously, counterfactual 2 was that polarization persists. Even if this occurs, hopefulness about the future could still be driven by the notion of an end of the pandemic.",4,Mixed,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557414166,0.567667049,0.557414166,-43.93090194,43.93090194,2.076659295,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,1,November,Novel Forecast in November
411,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,iasian,NA,NA,NA,NA,NA,NA,0.348729499,0.348429499,0.348129499,0.347829499,0.347529499,0.347229499,0.346929499,0.345929499,0.344929499,0.343929499,0.372929499,0.341929499,6,6,1,"1,2,4",NA,"Critically, the measure used by PI is not a measure of generalized bias, but ""Americanness"" bias (or associating European American faces with domestic / not foreign concepts more easily than Asian American faces). We have previously conducted analysis on nearly a decade of Implicit Americaness Bias data from PI and have found that trends are generally conceivable as linear over sufficient time horizons. We thus assume that trends will eventually be linear. We layer in our theory about how trends will shift in the short term as conservative media entities lose incentive to depict COVID-19 as the ""China Virus"" and use like terminology that suggests China is responsible for the virus,","It is first critically important to note that this measure does not pick up generalized implciit bias, but specifically Americanness bias, or the belief that European Americans are more ""American"" than Asian Americans, and that Asian Americans are more ""foreign"" than European Americans."" While important in its own right, this is a distinct construct from what was described in the PDF instructions. That said, we anticipate there to be two major drivers of this bias: COVID coverage and compositional effects. Right now, COVID coverage continues, but the tenor has shifted markedly. Whereas before, conservative media used terms like ""China virus"" to deflect attention away from Trump's responsibilty for the virus's impacts, these media will have limited incentive to continue to use this language. Instead, they will likely focus on Biden's actions around the virus. This will be incorrect if conservative media focus on the ""Beijing Biden"" narrative, and suggest Biden may be in some way connected to China, which is responsible for the virus, but that seems a less clear storyline, and thus a less likely one. The compositional story is that college students are a large proportion of PI takers and do not take the survey as much during summer months. Finally, in September, many freshman with limited exposure to Asian individuals take PI for the firs time. This ""freshman effect"" or ""September surge"" results in a spike in implicit bias which sunsets immediately. We thus expect gradual declines in bias to achieve reversion to the mean, with these declines  growing more gradual over time until they match pre-COVID trends.  Ideas driven largely by this recent article: https://journals.sagepub.com/doi/full/10.1177/1090198120957949",None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"That Conservative Media will continue to depict COVID-19 as China's fault in an effort to negatively depict Biden as ""Beijing Biden"" who protects china from responsibility and is ""bought"" by the Chinese government",7,2,NA,NA,Mixed,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001700371,0.009453063,0.007031641,0.4138014,1.995728945,0.292011887,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,0,November,Novel Forecast in November
412,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,easian,NA,NA,NA,NA,NA,NA,-0.148445958,-0.124445958,-0.100445958,-0.101445958,-0.102445958,-0.103445958,-0.104445958,-0.105445958,-0.106445958,-0.107445958,-0.108445958,-0.109445958,6,6,1,"1,2,4",NA,Our prior research found that linear models are serviceable for predicting time trends on this measure of bias. We assume regression to the linear trend by the end of the forecast period.,"Critically, this measure is best understood as a measure of pro-White / anti-Asian warmth bias. This, even if explicit attitudes towards Asian people do not change over time, if explicit attitudes towards Whites do (particularly for POC), this measure will move. We expect precisely this effect. Media have depicted White individuals quite negatively in recent months, with prominent attention on White officers who killed unarmed POC, White protestors harming BLM protestors and opposing COVID policies, and White conservatives in Trump's camp being caught engaging in all manner of bad behavior. As media shift away from these storylines, anti-White explicit bias should abate and we should see reversion to the mean. At the same time, conservative media may grow more kind in its depictions of Asian individuals as the media narrative surrounding China's alleged responsibilty for COVID-19 will be replaced by a new narrative placing the virus at Biden's feet. This shift will take some time to materialize at the explcit level, but it will join macro trends, such as increasing awareness of anti-Asian bias in the zeitgeist (particularly among college students). Finally, there, are compositional effects to bear in mind. Many PI takers are college students, and they have lower scores on this measure than average. Thus, in summer months, we expect these effects to be more gradual.",None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media continue to depict White individuals quite negatively, driving POC to have even lower aggregate warmth towards White folks, and encouraging this measure to go down over time more quickly than anticipated in each month period",5,1,"conservative media grows *less* kind in its depictions of Asian individuals as the media narrative surrounding China's alleged responsibility for COVID-19 grows in order to blame ""Beijing Biden"" and China jointly for COVID-19",7,Mixed,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06303925,0.073917319,0.06303925,33.59378889,33.59378889,1.065585815,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,0,November,Novel Forecast in November
413,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,iafric,NA,NA,NA,NA,NA,NA,0.29,0.3,0.31,0.32,0.3197,0.3194,0.3191,0.3188,0.3185,0.3182,0.3279,0.3076,6,6,1,"2,4,5",NA,"We have found linear trends to quite accurately predict implicit pro-White / anti-Black bias over time, and leverage that tool here (while bearing in mind specific phenomena that we believe are occurring at a microlevel) ","This measure is best understood as a pro-White / anti-Black implicit ""goodness"" bias. Thus, movement in implicit attitudes about either group can drive changes in measure. One major trend is that, particularly in the months before the election, which featured prominent killings by White police officers, protests by White people against masks and against BLM, and daily barrage of strange behavior by White conservatives in the Trump camp, we may have seen an increase in implicit anti-Whiteness among POC and White liberals. This partially explains the huge drop in implicit bias in May, June, and July. However, these effects should sunset as media narratives shift away from these storylines. Conservative media will also have a new target in Kamala Harris, and negative depictions of VP Harris as radical and focused on Black issues only (the Obama treatment) could lead to increases in anti-Black implicit bias among White conservatives. Together, these suggest a period of gradual increase in pro-White / anti-Black implicit bias. That said, there will, we believe, be some reversion to the decade long trend of gradual decrease in bias over time, and many college students will continue to engage with content that may drive down anti-Blackness as pedagogical practices have updated in many places. We thus expect that this bias will decrease over time eventually. Critically, we also expect a compositional effect. College students will not be among PI takers in summer months, so effects will be flatter in this time. Moreover, in September, new freshman will come in, driving the ""Freshman effect"" or ""September surge"" in anti-Black implicit bias. In September, White individuals with limited exposure to Black folks will take PI for the fist-time, and at a time when they have not yet had college-based experiences with Black people that could mitigate bias via contact effects. We thus expect a spike in bias in September which will quickly abate. ",None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media regarding White individuals continues to be largely negative, further driving up Implicit anti-Whiteness bias among POC and White liberals.",5,1,"Conservative media will not target Kamala Harris. This absence of negative depictions will, compared to our forecast, will suggest lower levels of anti-Black implicit bias among White conservatives. ",6,Mixed,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029210826,0.031131834,0.029210826,-10.40242708,10.40242708,3.466931754,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,0,November,Novel Forecast in November
414,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,eafric,NA,NA,NA,NA,NA,NA,-0.19,-0.18,-0.17,-0.16,-0.15,-0.152,-0.154,-0.154,-0.154,-0.154,-0.156,-0.158,6,6,1,"1,2,4",NA,We have found that linear models are serviceable in this context and recruit them to approximate macro level trends that we will return to eventually,"This measure is properly understood as a measure of pro-White / anti-Black warmth bias. Thus, even if aggregate warmth towards Black folks does not change, if aggregate warmth towards White folks does, we will expect movement. We believe that media surrounding Trump and prominent conservative elected officials, surrounding hate crimes and riots by White conservatives, and surrounding White police officers and vigilantes who harmed unarmed Black individuals all contributed to a growth in anti-Whiteness among POC. This kind of media will reduce quickly now that the election is over. At the same time, the election of a Black woman as Vice President, and attendant anti-Black media in conservative venues, may engender an increase in anti-Blackness among White conservatives. The two prior trends suggest this measure will grow over time. That said, there has also been an increasing focus on anti-racism and pro-Blackness in higher education, and many of PI's respondents are college students. There will also be some degree of regression to the mean on the first derivative term, meaning we'll return to the decade long trend of gradual decreases in anti-Blackness among Whites. These two effects would suggest the measure will reduce over time, particularly after the Trump related media trends sunset. Finally, there are compositional effects in PI data. During the summer, fewer college students will take PI. We thus expect bias to reduce less quickly over time during this time period. ",None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media surrounding Trump and prominent conservative elected officials, surrounding hate crimes and riots by White conservatives, and surrounding White police officers and vigilantes who harmed unarmed Black individuals continue, unabated, and continue to drive up growth in anti-Whiteness among POC",7,1,"Conservative media do not focus on Kamala Harris's Blackness, and thus White conservatives continue to see steady declines in explicit anti-Blackness.",4,Mixed,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033175937,0.041583508,0.034116047,15.8652073,16.3958041,1.132369596,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,0,November,Novel Forecast in November
415,NA,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,igend,NA,NA,NA,NA,NA,NA,0.343320993,0.342320993,0.341320993,0.340320993,0.339320993,0.338320993,0.337320993,0.342320993,0.347320993,0.348320993,0.345320993,0.342320993,3,3,2,1,NA,NA,"We anticipate that this bias will be driven largely by media effects (how men / women are depicted in media) and contact effects (extent of contact with men and women in various roles). During the pandemic, people will have very little in work-place contact, so contact effects are inert. Media effects on the other hand should continue to drive down implicit bias, as media continue to improve in the extent to which it depicts women in career roles. However, after the vaccine becomes available (in June), folks will return to workplaces that have lost 1/5 of their female workforces. Contact effects from that point on will drive gradual increases in bias over time. Once women return to the workforce, however, this effect will diminish, and we will again see gradual decreases in this bias over time (which have been the norm for some time)",None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The pandemic does not end when expected, delaying trend reversals of women going into / out of the labor market, and leading bias to increase over time for the entire forecast period",7,2,NA,NA,Intuition/Theory,1,R_ZwuBNPxXfr7ulbj,0,1,NA,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008960331,0.012045732,0.010067577,2.518835621,2.845457677,0.923881219,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,50,100,36.5,0,0,0,0,0,NA,NA,NA,0,November,Novel Forecast in November
