,X,ResponseId,phase,team_name,domain,counterfact,othercounter,Participant.s.Previous.Response,Presence.of.Counterfactual.OT,Presence.of.Counterfactual.HK,Agreement_Presence_1,Presence.of.Counterfactual.1.OT,Presence.of.Counterfactual..1.HK,Agreement_Presence_2,CounterFactual_Presence_Final,counterNum,COVID.19.OT,COVID.19.HK,Agreement_COVID_1,COVID.19..2.OT,COVID.19.2.HK,Agreement_COVID_2,COVID.Final,Onus.OT,Onus.HK,Onus_Agreement_1,Onus.2.OT,Onus.2.HK,Onus_Agreement_2,Onus.Final,Flagged.OT,Flagged.HK,Comments.OT,Comments.HK
185,185,R_8GHjs56dMRoZxmx,1,Bordeaux,iafric,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
186,186,R_8GHjs56dMRoZxmx,1,Bordeaux,eafric,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
187,187,R_8GHjs56dMRoZxmx,1,Bordeaux,igend,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
188,188,R_8GHjs56dMRoZxmx,1,Bordeaux,egend,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
189,189,R_2atXh38sPudPrH4,1,Not a fortune teller,lifesat,Establishing an effective & available vaccine &/or treatment during April 2020,NA,NA,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
190,190,R_p6uyrcToHpWqW0p,1,Alex,lifesat,development of vaccines and antibiotics against coronavirus,NA,NA,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
191,191,R_2EEjmCJXfoudK6K,1,ForecastSnorecast,iasian,"If the trade war between the US and China had been resolved quickly. Absent that, Asians will become the boogeymen during Trump's reelection campaign.",A cure for COVID-19,NA,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,0,1,1,NA,NA
192,192,R_2EEjmCJXfoudK6K,1,ForecastSnorecast,iafric,No high-profile police killings of Blacks.,NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
193,193,R_1E6tnVIZxJQDW8X,1,Cynical Belief in the Inexorable Crush of the Wheel,iasian,no,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
194,194,R_1E6tnVIZxJQDW8X,1,Cynical Belief in the Inexorable Crush of the Wheel,easian,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
195,195,R_1E6tnVIZxJQDW8X,1,Cynical Belief in the Inexorable Crush of the Wheel,iafric,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
196,196,R_1E6tnVIZxJQDW8X,1,Cynical Belief in the Inexorable Crush of the Wheel,eafric,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
197,197,R_28Opd7wWaGxLfce,1,Renegade,lifesat,"I actually think that the trajectories are largely resilient to most and almost all possible events.

If there were any major event, I would think that there be a large war with a number of casualties would reduce life satisfaction (and there's some unpublished work to suggest this).",NA,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
198,198,R_28Opd7wWaGxLfce,1,Renegade,easian,"Even large, race-specific events have little influence on implicit bias (e.g., the election of Obama for African American bias). COVID-19 might have affected this but I actually don't even think that's the case. So, no counterfactuals could change my prediction!",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
199,199,R_1gw4q8OGemNDYMb,1,DrT,lifesat,"the US economy was doing remarkably well until it was hit by the corona virus crisis but life satisfaction cannot be a factor of only the impact of the corona virus. 

shifts in demand and consumption and the impact of unemployment and the financial markets take some time to be absorbed by consumers. 

the corona virus hit only on the last month of the data and its impact will possibly be seen in three months when the new school year starts.

thus, a significant drop in retail sales or a market crash at least two months prior to the corona virus would have affected the forecast but none of this occurred in sufficient time in the past to reflect on a significant drop on the forecasts; should it have happened then a lower value for the first few months of the forecasting horizon would have been obtained in the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
200,200,R_8v4jsmqWvaaOyul,1,Comet,lifesat,Only quarentena alert and social distancing would help if..,Universal basic income.,NA,1,1,0,1,1,0,1,2,2,2,0,2,2,0,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
201,201,R_1gnp5eVythPBWYM,1,The Well-Adjusted R Squares,iasian,"Naturally we discussed the COVID, but given our method of predicting and rationale it would not have a predictable long-term impact",NA,NA,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
202,202,R_1gnp5eVythPBWYM,1,The Well-Adjusted R Squares,easian,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
203,203,R_1gnp5eVythPBWYM,1,The Well-Adjusted R Squares,iafric,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
204,204,R_1gnp5eVythPBWYM,1,The Well-Adjusted R Squares,eafric,"Sorry, I meant to type the previous response to previous question in this space!",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
205,205,R_1gnp5eVythPBWYM,1,The Well-Adjusted R Squares,igend,"COVID pandemic could have some effect on valuation of ""women's"" jobs (e.g., nursing; elderly care), which could cause some change in trajectory in bias. But direction and magnitude would be anybody's guess, and we stick with our general assumption that things only change steadily and slowly if at all, so we did not factor this into the model.",NA,NA,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
206,206,R_1gnp5eVythPBWYM,1,The Well-Adjusted R Squares,egend,"Would also like to say that (for all of our 6 responses) we discussed but did not factor in the possiblilty that Donald Trump could get removed from office. But we stuck with our original assumptions, and anyway Trump could just as easliy be a symptom of the societal attitudes rather than an strong influence.",NA,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
207,207,R_1mjZatLwm6h4rGR,1,meebe,lifesat,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
208,208,R_2y9FAXYABygvgUh,1,HHH,lifesat,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
209,209,R_22zcoRoZJMzIfgj,1,AbCdEfG,lifesat,No Covid and a US leadership which emphasizes handling societal problems in the US.,"The current situation following the death of George Floyd may have a major impact. Without this event, we may have had a different situation.",NA,1,1,0,1,1,0,1,3,1,1,0,1,1,0,1,0,1,1,NA,NA,NA,1,NA,NA,NA,NA
210,210,R_22zcoRoZJMzIfgj,1,AbCdEfG,posaffect,"Less coronaLess impact of corona, less unemployed and less tensions.
Also a less polarizing president.  impact and less tensions","
How the president and US leadership handles the riots and tensions following the death of G. Floyd may matter alot. rent handling of the conflict",NA,1,1,0,1,1,0,1,4,1,1,0,1,1,0,1,1,0,1,NA,NA,NA,1,NA,NA,NA,might be 1
211,211,R_22zcoRoZJMzIfgj,1,AbCdEfG,negaffect,"Less coronaLess impact of corona, less unemployed and less tensions.


Also a less polarizing president.  impact and less tensions","


How the president and US leadership handles the riots and tensions following the death of G. Floyd may matter alot. rent handling of the conflict",NA,1,1,0,1,1,0,1,4,1,1,0,1,1,0,1,1,0,1,NA,NA,NA,1,NA,NA,NA,NA
212,212,R_22zcoRoZJMzIfgj,1,AbCdEfG,ideolrep,"Less impact of corona, less unemployed and less tensions.


Also a less polarizing president.",How the president and US leadership handles the riots and tensions following the death of G. Floyd may matter alot.,NA,1,1,0,1,1,0,1,4,1,1,0,1,1,0,1,1,0,1,NA,NA,NA,1,NA,NA,NA,NA
213,213,R_22zcoRoZJMzIfgj,1,AbCdEfG,ideoldem,"Less impact of corona, less unemployed and less tensions.


Also a less polarizing president.",How the president and US leadership handles the riots and tensions following the death of G. Floyd may matter alot.,NA,1,1,0,1,1,0,1,4,1,1,0,1,1,0,1,1,0,1,NA,NA,NA,1,NA,NA,NA,NA
214,214,R_22zcoRoZJMzIfgj,1,AbCdEfG,iasian,Nothing in particular,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
215,215,R_22zcoRoZJMzIfgj,1,AbCdEfG,easian,Nothing in particular,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
216,216,R_22zcoRoZJMzIfgj,1,AbCdEfG,iafric,Trump's behavior.,Trump's behavior,NA,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
217,217,R_22zcoRoZJMzIfgj,1,AbCdEfG,eafric,Trump's behavior,Trump's behavior,NA,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
218,218,R_22zcoRoZJMzIfgj,1,AbCdEfG,igend,none,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
219,219,R_22zcoRoZJMzIfgj,1,AbCdEfG,egend,None,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
220,220,R_rdz4BJNvZVJ9lF7,1,NYHC,ideolrep,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
221,221,R_rdz4BJNvZVJ9lF7,1,NYHC,ideoldem,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
222,222,R_rdz4BJNvZVJ9lF7,1,NYHC,polar,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
223,223,R_rdz4BJNvZVJ9lF7,1,NYHC,iasian,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
224,224,R_rdz4BJNvZVJ9lF7,1,NYHC,easian,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
225,225,R_3oLLtQSJrtOKHZu,1,Bluebirds,lifesat,prolonged economic crisis,new surge of COVID-19,NA,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
226,226,R_3oLLtQSJrtOKHZu,1,Bluebirds,posaffect,"prolonged economic crisis


",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
227,227,R_3oLLtQSJrtOKHZu,1,Bluebirds,negaffect,"prolonged economic crisis


",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
228,228,R_3oLLtQSJrtOKHZu,1,Bluebirds,ideolrep,prolonged economic crisis,NA,NA,1,1,0,1,1,0,1,1,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
229,229,R_3oLLtQSJrtOKHZu,1,Bluebirds,ideoldem,prolonged economic crisis,NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
230,230,R_3oLLtQSJrtOKHZu,1,Bluebirds,iasian,prolonged economic crisis,NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
231,231,R_3oLLtQSJrtOKHZu,1,Bluebirds,easian,"prolonged economic crisis


",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
232,232,R_3oLLtQSJrtOKHZu,1,Bluebirds,iafric,prolonged economic crisis,NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
233,233,R_3oLLtQSJrtOKHZu,1,Bluebirds,eafric,"prolonged economic crisis


",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
234,234,R_3oLLtQSJrtOKHZu,1,Bluebirds,igend,"prolonged economic crisis


",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
235,235,R_3oLLtQSJrtOKHZu,1,Bluebirds,egend,"prolonged economic crisis


",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
236,236,R_3G7H7ETfkJCYd3T,1,MLTS,lifesat,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted for when generating forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
237,237,R_3G7H7ETfkJCYd3T,1,MLTS,posaffect,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
238,238,R_3G7H7ETfkJCYd3T,1,MLTS,negaffect,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
239,239,R_3G7H7ETfkJCYd3T,1,MLTS,ideolrep,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
240,240,R_3G7H7ETfkJCYd3T,1,MLTS,ideoldem,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
241,241,R_3G7H7ETfkJCYd3T,1,MLTS,polar,"


The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",Political Landscape in United States.,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
242,242,R_3G7H7ETfkJCYd3T,1,MLTS,iasian,"


The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
243,243,R_3G7H7ETfkJCYd3T,1,MLTS,easian,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
244,244,R_3G7H7ETfkJCYd3T,1,MLTS,iafric,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
245,245,R_3G7H7ETfkJCYd3T,1,MLTS,eafric,"


The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
246,246,R_3G7H7ETfkJCYd3T,1,MLTS,igend,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
247,247,R_3G7H7ETfkJCYd3T,1,MLTS,egend,"The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
248,248,R_3m7AEUY4kJUOy2p,1,Korrigan,lifesat,"Earlier implementation of test and trace programs in the US that would have prevented widespread, long-lasting shutdowns leading to economic upset, increased cases/death, and social isolation",NA,NA,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
249,249,R_3GeUUZmieHau8Rz,1,Tosbik,ideolrep,"If Trump were impeached, things might look like a bit different.",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
250,250,R_3GeUUZmieHau8Rz,1,Tosbik,ideoldem,"If Trump were impeached, things might look like a bit different.",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
251,251,R_3GeUUZmieHau8Rz,1,Tosbik,polar,"If the Trump administration were able to manage the anti-racism protests well, things might be a bit different (i.e., less polarization then I forecasted).",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
252,252,R_3GeUUZmieHau8Rz,1,Tosbik,iasian,"If the U.S. officials were able to take the necessary measures earlier than they did, things might become different. Also, if the current and previous U.S. governments were able to improve the healthcare system before a pandemic broke out, things might become different.",NA,NA,1,1,0,1,1,0,1,2,2,2,0,2,2,0,2,1,2,1,NA,NA,NA,2,NA,NA,NA,NA
253,253,R_3GeUUZmieHau8Rz,1,Tosbik,easian,"If the U.S. officials were able to manage the pandemic well and if they were able to improve the healthcare system before a pandemic broke out, things might be different. I would expect explicit attitudes to be less negative.",NA,NA,1,1,0,1,1,0,1,2,2,2,0,2,2,0,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
254,254,R_3GeUUZmieHau8Rz,1,Tosbik,iafric,"If Trump was impeached, things might become a bit different.",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
255,255,R_3GeUUZmieHau8Rz,1,Tosbik,eafric,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
256,256,R_1cUmnrLL3pNI6X1,1,Platypus,lifesat,"Compared to the US, many countries (e.g., Japan, South Korea, Taiwan, Australia, Germany) have experienced lower COVID-19 prevalence and lower increases in the rate of unemployment. Successful strategies vary widely but include early lockdowns, widespread mask wearing and testing, and extensive contact tracing. A key counterfactual event that could have occurred between December 2019 and April 2020 would have been for the WHO and CDC to have announced as early as January 2020 that cloth masks shown be worn in public places. This would have reduced COVID-19 prevalence in the US, allowed greater economic activity and fewer jobs lost. This counterfactual event would increase the predicted life satisfaction over the next year for every month but would not substantially change the overall trajectory.",NA,NA,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,1,0,1,NA,NA,NA,1,NA,NA,NA,NA
257,257,R_2QEsKcVwjBbb3Lr,1,Junesix,ideolrep,"The excessive use of power (e.g. ordering the army to suppress mass protests).


",A major natural disaster with either brilliant or very poor coping by the  current president and his team.,NA,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
258,258,R_2QEsKcVwjBbb3Lr,1,Junesix,ideoldem,"The excessive use of power (e.g. ordering the army to suppress mass protests).


",A major natural disaster with either brilliant or very poor coping by the  current president and his team.,NA,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
259,259,R_2QEsKcVwjBbb3Lr,1,Junesix,polar,A major external threat likely to cause the rallying around the flag effect.,NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
260,260,R_0c5ro6cmDAEkigF,1,ForeverJung90,posaffect,"If the COVID pandemic had not occurred, we suspect that overall PA would be higher, and NA would be lower.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
261,261,R_0c5ro6cmDAEkigF,1,ForeverJung90,negaffect,"If the COVID pandemic had not occurred, we suspect that overall PA would be higher, and NA would be lower.",NA,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
262,262,R_0c5ro6cmDAEkigF,1,ForeverJung90,polar,"In our model, we include race/police brutality protests as a reason for why polarization will increase in the summer months of 2020. We also suggest that the isolation related to the COVID pandemic will contribute to an increase in polarization. If either of these events had not occurred, we believe that polarization would be several percentage points lower for all of our predictions in 2020.",NA,NA,1,1,0,1,1,0,1,2,1,2,1,2,2,0,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
263,263,R_0c5ro6cmDAEkigF,1,ForeverJung90,eafric,"If a woman of color had received the presidential nomination, rather than Biden, then explicit bias in the upcoming year may be higher than estimated; as was the case with Obama (Piston, 2010).",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
264,264,R_0c5ro6cmDAEkigF,1,ForeverJung90,egend,"If a woman had won the democratic nomination, we may have observed slight increases in our explicit bias projection, as well-performing women may engender social identity threats in men, promoting sexist responses from men (Bosson, Vandello, Burnaford, Weaver, & Arzu Wasti, 2009; Dahl, Vescio, & Weaver, 2015).",NA,NA,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
