phase,isExpert,ResponseId,team_name,Issue,"basis (1 = Intuition, 2 = Theory, 3 = Sim, 4 = Data, 5 = Other)",basis_5_TEXT,model,theory,parameters,Other Entries (documents and/or previous submissions),numpred_4,OT/SK Type,TS/BA Type,Type Difference?,OT/SK New Type,TS/BA New Type,Type Difference 2.0,Type.Final,DataOnly,OT/SK New Comments,BA New Comments,IG ruling,OT/SK Complexity,TS/BA Complexity,Type Difference?,OT/SK New Complexity,TS/BA New Complexity,Complexity Difference 2.0,Complexity.Final,OT/SK New Comments, OT/SK Flag,TS/BA Flag, OT.Flag,OT.comment,TS/BA.comment
2,1,R_1hBj0OFNl0kStor,Imielin,egend,1,NA,NA,no,"COVID deaths, female politicians that make some difference, and female researchers that make some help in the fight with the pandemic.",,7,1,1,0,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_2QEsKcVwjBbb3Lr,Junesix,ideoldem,"2,4",NA,ARIMA model adjusted for expected effects of relevant events,"Kahneman's theory: we believe that after the election, political ideology reasoning is likely to be in the System 1 mode and, in the absence of major external shock, political preferences are likely to remain more or less stable.",we incorporated various forecasts on the COVID-19 pandemic and their possible effects on political ideology preferences.,,1,4,4,0,,,,4,,,,,3,3,0,,,,3,,,,,,
2,1,R_2QEsKcVwjBbb3Lr,Junesix,ideolrep,"2,4",NA,ARIMA model adjusted for expected effects of relevant events,"Kahneman's theory: we believe that after the election, political ideology reasoning is likely to be in the System 1 mode and, in the absence of major external shock, political preferences are likely to remain more or less stable.",we incorporated various forecasts on the COVID-19 pandemic and their possible effects on political ideology preferences.,,1,4,4,0,,,,4,,,,,3,3,0,,,,3,,,,,,
2,1,R_2QEsKcVwjBbb3Lr,Junesix,polar,"2,4,5",prior research,ARIMA model ,the notion that the current political polarization is due to the consolidation of beliefs. https://journals.sagepub.com/doi/abs/10.1177/0003122420922989,Existing forecasts on the COVID-19 pandemic,,1,4,4,0,,,,4,,,,,3,3,0,,,,3,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,lifesat,4,NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,3,4,1,,,,3,1,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,negaffect,"1,4",NA," I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,posaffect,"1,4",NA," I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,ideoldem,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant.",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,ideolrep,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant.",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,iasian,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,easian,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,iafric,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_22zcoRoZJMzIfgj,AbCdEfG,igend,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,,NA,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_1eOzg1yvQRxoVr0,WeGen,lifesat,"1,2,4",NA,"Longitudinal data for individuals and nations, showing substantial stability Genetic data, contributing to stability Models of life events, individual or collective, with substantial but time-limited effects","Genetic models, implying substantial stability Return to baseline models, homeostasis models Theories and findings of short-term life event effects","The pandemic seems to affect many people in a negativ way. Yet, others seem to be fine, and some even report doing better than before. Also, people's lives are filled with other things than the pandemic (people, work, love, family,...) and these may counteract the pandemic. ",,100,4,4,0,,,,4,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,ideoldem,1,NA,NA,"Based on ongoing political events and upcoming changes, I expected some initial movement before both sides of the political spectrum rally behind their own side. However, about 6 or so months into the new government, I suspect that people will get frustrated by the partisan gridlock and actions of the other side and their own. Negative partisanship will, however, motivate continued support for one's own side with only a small fraction distancing from each side.","Political leadership change, new government trying to push forward policies that likely get stalled; i don't expect COVID-19 to have much influence on political ideology given partisan nature of US politics.",,9,1,1,0,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,ideolrep,1,NA,NA,"Based on ongoing political events and upcoming changes, I expected some initial movement before both sides of the political spectrum rally behind their own side. However, about 6 or so months into the new government, I suspect that people will get frustrated by the partisan gridlock and actions of the other side and their own. Negative partisanship will, however, motivate continued support for one's own side with only a small fraction distancing from each side.","Political leadership change, new government trying to push forward policies that likely get stalled; i don't expect COVID-19 to have much influence on political ideology given partisan nature of US politics.",,9,1,1,0,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,polar,"1,2",NA,NA,I considered the vast literature on political polarization in the US by scholars like Shanto Iyengar among others in making these predictions,"I suspect that polarization will decrease immediately around the inauguration of Biden/Harris in Jan as some people look to give the new administration a chance. However, I don't expect any other variables will have much influence on polarization in the US. As Finkel et al (2020) in Science suggests, political sectarianism is already evident in the US system and the current trajectory is unlikely to change. This is especially likely given that any COVID recovery will be slow and the economic impacts even slower to change in the coming year. INDIRECTLY, changes in unemployment, COVID-19 related challenges, etc. can create further uncertainty and lead people to become even more tribal. As uncertainty-identity theory and other frameworks within social psychology suggest, such situations can lead people to gravitate toward more extreme ideologies. However, the trajectory is unlikely to change much in the coming year besides the initial change in Jan 2021.",,9,2,2,0,,,,2,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,iasian,"1,2",NA,NA,"Implicit measures have low test-retest reliability, however, aggregate levels tend to be quite stable and don't change dramatically over time. Any changes have been detected in the long run and not in short intervals. Therefore, i am not expecting much change to show within the limited time frame (although likely slow decline with time given the overall trajectory in such a direction across a decade; see Charlesworth & Banaji, 2019). ","None. Barring significant societal shifts and stark geopolitical changes (e.g., direct war with China), I don't think there is likely to be any change in the estimates.",,5,2,2,0,,,,2,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,easian,"1,2",NA,NA,"Changing social norms about the acceptability of prejudice toward minority groups would likely lead to continued decline in explicit bias even if there is no impact on implicit biases toward the same group. People are likely to become less comfortable expressing any positive sentiments toward White majority group members while expressing more sentiments toward the minority group. However, this is not likely to be a dramatic shift across all segments of the population at once.","Given the current climate around issues relating to diversity, racism, etc., i suspect that people's explicit expressions would likely become more cautioned out of fear of social sanctions. ",,5,2,2,0,,,,2,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,iafric,"1,2",NA,NA,"Despite low reliability of implicit measures, aggregate levels across the population are slow to change, so i expect little movement in the coming year.","Implicit measures do not fluctuate dramatically, so i do not expect much movement as a function of additional variables.",,9,2,2,0,,,,2,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,eafric,"1,2",NA,NA,"Changing social norms about the acceptability of prejudice toward minority groups would likely lead to continued decline in explicit bias even if there is no impact on implicit biases toward the same group. People are likely to become less comfortable expressing any positive sentiments toward White majority group members while expressing more sentiments toward the minority group. However, this is not likely to be a dramatic shift across all segments of the population at once.","Explicit African American bias is likely to change based on political leadership, COVID-19 and its economic impact, a focus on diversity, racism, etc. Such variables are likely to have competing influences in some cases. For example, the focus on anti-racism and organizational change in this space can lead some to become more aware and racially less explicitly prejudiced, while other segments may show backlash toward such changes. ",,8,2,2,0,,,,2,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,igend,1,NA,NA,My prediction is mostly based on findings in the literature around implicit bias that suggest they do not change rapidly at a societal level.,"I do not expect much change in implicit bias as a function of these additional variables, including the election of Kamala Harris as VP since implicit biases are slower to change at the population level.",,5,1,2,1,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_1r6qK3o2dVgJtdY,Lotus,egend,1,NA,NA,"Explicit biases are likely to change based on social norms, significant events, etc. In this case, social norms have gradually changed to alter this bias and i expect this to continue. ","The election of Kamala Harris as VP may influence explicit gender-career stereotypes. However, the effect is unlikely to be dramatic. Additionally, changes at the organizational level around diversity, inclusion, and bias may mean people become more cautious about their explicit expressions of such biases.",,5,1,2,1,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_2Yt4TCEY9eEvpNP,savvy time traveler,lifesat,1,NA,NA,NA,NA,,NA,1,1,0,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_2Yt4TCEY9eEvpNP,savvy time traveler,negaffect,1,NA,NA,NA,NA,,1,1,1,0,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_2Yt4TCEY9eEvpNP,savvy time traveler,posaffect,1,NA,NA,NA,NA,,1,1,1,0,,,,1,,,,,1,1,0,,,,1,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,lifesat,5,Combination of data-driven estimation and crowdsources predictions,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.  Finally, we sought to use human intuition and the “wisdom of the crowd” to augment our data-driven predictions for four key variables. For those variables, we asked 100 participants (recruited through Prolific) to estimate how the actual trends would defer from our data-driven predictions, including for September and October of 2020, for which we had the actual values (which did in fact deviate from our data-driven predictions). For each participant and each variable, we calculated a score that was indicative of how accurate that participant’s predictions were for that variable for September and October of 2020. We then took a weighted average of all participants’ predictions, and these resulted in our final estimates for the four key variables.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However, including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,1,4,,1,,,,4,,,,,1,,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,negaffect,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,posaffect,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,ideoldem,5,Combination of data-driven estimation and crowdsources predictions,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.  Finally, we sought to use human intuition and the “wisdom of the crowd” to augment our data-driven predictions for four key variables. For those variables, we asked 100 participants (recruited through Prolific) to estimate how the actual trends would defer from our data-driven predictions, including for September and October of 2020, for which we had the actual values (which did in fact deviate from our data-driven predictions). For each participant and each variable, we calculated a score that was indicative of how accurate that participant’s predictions were for that variable for September and October of 2020. We then took a weighted average of all participants’ predictions, and these resulted in our final estimates for the four key variables.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,1,4,,1,,,,4,,,,,1,,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,ideolrep,5,Combination of data-driven estimation and crowdsources predictions,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.  Finally, we sought to use human intuition and the “wisdom of the crowd” to augment our data-driven predictions for four key variables. For those variables, we asked 100 participants (recruited through Prolific) to estimate how the actual trends would defer from our data-driven predictions, including for September and October of 2020, for which we had the actual values (which did in fact deviate from our data-driven predictions). For each participant and each variable, we calculated a score that was indicative of how accurate that participant’s predictions were for that variable for September and October of 2020. We then took a weighted average of all participants’ predictions, and these resulted in our final estimates for the four key variables.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,1,4,,1,,,,4,,,,,1,,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,polar,5,Combination of data-driven estimation and crowdsources predictions,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.  Finally, we sought to use human intuition and the “wisdom of the crowd” to augment our data-driven predictions for four key variables. For those variables, we asked 100 participants (recruited through Prolific) to estimate how the actual trends would defer from our data-driven predictions, including for September and October of 2020, for which we had the actual values (which did in fact deviate from our data-driven predictions). For each participant and each variable, we calculated a score that was indicative of how accurate that participant’s predictions were for that variable for September and October of 2020. We then took a weighted average of all participants’ predictions, and these resulted in our final estimates for the four key variables.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,1,4,,1,,,,4,,,,,1,,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,iasian,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,easian,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,iafric,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,eafric,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However,  including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy. ",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,igend,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However, including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_12r2krWZSlklXM1,Polarization Disciples,egend,4,NA,"We first estimate a statistical model to leverage autocorrelation in the data. Specifically, each estimated value is the weighted average of the previous five values of the same variable, where the weights are obtained through an ordinary least squares regression in which the current value is predicted from the five previous values.  We further sought to leverage the correlations among the variables. To do this, we had each variable’s final [model-based] prediction result from a regularized regression (specifically a ridge regression) where each variable’s predicted value from the OLS described above is used to predict the current value of each variable.",None,"We considered additional variables such as COVID-19 deaths and unemployment rate. However, including these predictors would require having a separate, highly accurate forecasting model for these variables. Because we were not confident that we could deliver such a forecasting model, we were not confident that including additional variables would reduce (instead of increase) prediction accuracy.",,0,3,4,1,,,,4,,,,,1,2,1,,,,2,,,,,,
2,1,R_RVrlMjMv0dfTgl3,The Frugal Few,lifesat,5,Fast and Frugal Heuristic: Tallying (Includes Theory and Intuition),"This forecast is based on the Tallying approach from the Fast and Frugal Heuristics research program (Gigerenzer, 1999). This involves using domain expertise to specify a number of different factors that might impact a given outcome (i.e. life satisfaction/Polarization). These factors are termed “Keys”  (see Lichtman, 2020). Each key is based on different theories (e.g. regression to the mean), team members intuition, or meta analytic results showing predictors.  	The tallying works as follows: We made each month a categorical choice, i) Variable (i.e. life satisfaction OR polarization) goes up, ii) Variable goes down, iii) Variable stays the same. For the amount that each variable would go up we used the average change in the total data set (mean for life satisfaction; median for polarization due to skew). We then constructed a number of binary criteria, i.e. keys, that we thought might be related to changes in the variable. After deciding these keys we then went through each month and gave each key a score of “1” if they key predicted the variable would go up and “0” if it predicted down. Once all keys were scored we then added the tally and if it was i) if over half the keys indicated the variable would go up then we predicted an increase, ii) if over half indicated it would go down we predicted and decrease, and iii) if the keys were equal we predicted it would stay the same. We then continued this for each month.  References Gigerenzer, G., & Todd, P. M. (1999). Fast and frugal heuristics: The adaptive toolbox. In Simple heuristics that make us smart (pp. 3-34). Oxford University Press.  Lichtman, A. (2020). The Keys to the White House: Forecast for 2020. 2.4, 2(4).  ","The keys for each of the variables we predicted are below:   Keys for Life Satisfaction   Intuition (must be done first) 	Each member of the team provided their intuition on whether they believed life satisfaction would increase or decrease in this month (e.g. in March with life satisfaction go up or down). The three team members responses added and whichever of the two options (up vs. down) had more votes would get the point (i.e. if there were two of more votes for “down” then we would put “0”; similarly we would put “1” for two or more votes for “up”) Regression to the Mean  Based on the regression to the mean, we hypothesized that if a score was above the average life satisfaction for the whole data set then life satisfaction would go down (“0”) then next month, and if it was below the mean that it would go up (“1”). Unifying Events  If a major unifying event (e.g. Christmas, Easter, 4th of July, Graduation) was occurring in the month then we expected life satisfaction to go up (“1”) if not then we expected it to go down (“0”).  Seasons (Weather) 	Based on seasonal affective events theory, we expected that life satisfaction would go down (“0”) in Winter and Autumn months (based on US calendar) and up (“1”) in Spring and Summer months. Seasonal (Weddings) Given that close relationships is the strongest predictor of life satisfaction we expected that life satisfaction would go up in popular wedding months and go down in less popular wedding months.  Forecast about economic growth index  Based on research on the hedonic benefits of spending and the challenges associated with economic decline (e.g. unemployment) we expected that life satisfaction would go up when the economic market went up (“1”), and down when the economic market went down (“0”); we based this on a forecast for 2021; https://www.cbo.gov/publication/56368. Seasons (Natural Disasters e.g. Hurricane season) 	Given that experiencing and hearing about natural disasters can increase psychological distress we expected that life satisfaction would go up (“1”) in non-hurricance season and down (“0”) in hurrican season. Covid-19 deaths (& measures) 	Given that higher COVID-19 deaths is likely to increase measures taken by the government and is related to fear in the public we expected that life satisfaction would go down when COVID-19 deaths were high.  ","Data for the following keys was taken from the specified sources.  Unifying Events: Data from holiday calendars (e.g. 4th of July, Thanksgiving) Wedding Season: Popular wedding months https://www.weddingwire.com/wedding-ideas/most-popular-wedding-months 	Weather: Data based on standard seasons in US (i.e. October-March; Autumn/March). 	Economic Forecast: Forecast was based on this website, https://www.cbo.gov/publication/56368 	Natural Disasters: This is based on both Tornado (May, June, July) and Hurricane Season (June-November) in the US. 	Political Events: Based on information about formal elections AND info on public political events (e.g. pride month) ",,5,2,4,1,,,,4,,,,,1,,1,,,,2,,,,,,
2,1,R_RVrlMjMv0dfTgl3,The Frugal Few,polar,5,Fast and Frugal Heuristic: Tallying (Includes Theory and Intuition)," 	This forecast is based on the Tallying approach from the Fast and Frugal Heuristics research program (Gigerenzer, 1999). This involves using domain expertise to specify a number of different factors that might impact a given outcome (i.e. life satisfaction/Polarization). These factors are termed “Keys”  (see Lichtman, 2020). Each key is based on different theories (e.g. regression to the mean), team members intuition, or meta analytic results showing predictors.  	The tallying works as follows: We made each month a categorical choice, i) Variable (i.e. life satisfaction OR polarization) goes up, ii) Variable goes down, iii) Variable stays the same. For the amount that each variable would go up we used the average change in the total data set (mean for life satisfaction; median for polarization due to skew). We then constructed a number of binary criteria, i.e. keys, that we thought might be related to changes in the variable. After deciding these keys we then went through each month and gave each key a score of “1” if they key predicted the variable would go up and “0” if it predicted down. Once all keys were scored we then added the tally and if it was i) if over half the keys indicated the variable would go up then we predicted an increase, ii) if over half indicated it would go down we predicted and decrease, and iii) if the keys were equal we predicted it would stay the same. We then continued this for each month.  References  Gigerenzer, G., & Todd, P. M. (1999). Fast and frugal heuristics: The adaptive toolbox. In Simple heuristics that make us smart (pp. 3-34). Oxford University Press.  Lichtman, A. (2020). The Keys to the White House: Forecast for 2020. 2.4, 2(4). ","The keys for each of the variables we predicted are below:   Keys for Political Polarization  Intuition (must be done first) 	Each member of the team provided their intuition on whether they believed political polarization would increase or decrease in this month (e.g. in March political polarization go up or down). The three team members responses added and whichever of the two options (up vs. down) had more votes would get the point (i.e. if there were two of more votes for “down” then we would put “0”; similarly we would put “1” for two or more votes for “up”) Mean  	Based on the regression to the mean, we hypothesized that if a score was above the average political polarization for the whole data set then political polarization would go down (“0”) then next month, and if it was below the mean that it would go up (“1”). Political events (Divisive) 	Given that politically charged events (e.g. elections, Juneteenth, Pride Month) can highlight division between parties we expected polarization to go up (“1”) in months with these events and down (“0”) in months without these events. Unifying Events 	If a major unifying event (e.g. Christmas, Easter, 4th of July, Graduation) was occurring in the month then we expected polarization to go down (“0”) if not then we expected it to go up (“1”); as people likely find common humanity. Forecast about economic growth index  Based on research on the finding that presidential approval goes up in times of economic growth we expected that polarisation would to down when the economic market went up (“0”), and up when the economic market went down (“1”); we based this on a forecast for 2021; https://www.cbo.gov/publication/56368. Seasons (Natural Disasters e.g. Hurricane season) 	Based on research on the finding that presidential approval goes up in times of crisis or national uncertainty we expected that polarisation would go up (“1”) in non-hurricane season and down (“0”) in hurricane season. Covid-19 deaths (& measures) 	Given that higher COVID-19 deaths is likely to increase measures taken by the government and that views on these measures are heavily split across the political divide we expected that polarization would go up (“1”) when COVID-19 deaths went up; and down (“0”) if not. ","Data for the following keys was taken from the specified sources.  Unifying Events: Data from holiday calendars (e.g. 4th of July, Thanksgiving) 	Economic Forecast: Forecast was based on this website, https://www.cbo.gov/publication/56368 	Natural Disasters: This is based on both Tornado (May, June, July) and Hurricane Season (June-November) in the US. 	Political Events: Based on information about formal elections AND info on public political events (e.g. pride month) ",,5,2,4,1,,,,4,,,,,1,,1,,,,2,,,,,,
2,1,R_xrBZgorqiPvWEvf,The Causal Lab,lifesat,"1,2,4",NA,"ARIMA model arima D.lifesatisfaction, arima(0,1,2)",No,None,,0,4,4,0,,,,4,,,,,3,3,0,,,,3,,,,,,
2,1,R_xrBZgorqiPvWEvf,The Causal Lab,negaffect,"1,4",NA,"ARIMA models both with and without 2020 as a prediction. Then, weighted averages of the two are taken so as 2021 continues on it more resembles what 2020 WOULD have looked like without a possible COVID and Donnie combo, although still weighted towards the full model forecast. ",None,None,,1,4,4,0,,,,4,,,,,3,3,0,,,,3,,,,,,
