ResponseId,team_name,domain,basis,basis_5_TEXT,model,theory,parameters,OM_Data_Received,VK_Data_Received,DR_Agreement,justification_dataReceived,OM_Theoretical Insights,VK_Theoretical Insights,TI_Agreement,justification_theoreticalInsight,OM_External Events,VK_External Events,EE_Agreement,justification_externalEvent,Comments
R_3RvL56LWwpr15Mg,AbCdEfG,negaffect,"1,4",NA," I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,posaffect,"1,4",NA," I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,ideoldem,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant.",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,ideolrep,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant.",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,iasian,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,easian,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,iafric,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3RvL56LWwpr15Mg,AbCdEfG,igend,"1,4",NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
R_3p4kaqSYN6je8xf,WeGen,lifesat,"1,2,4",NA,"Longitudinal data for individuals and nations, showing substantial stability Genetic data, contributing to stability Models of life events, individual or collective, with substantial but time-limited effects","Genetic models, implying substantial stability Return to baseline models, homeostasis models Theories and findings of short-term life event effects","The pandemic seems to affect many people in a negativ way. Yet, others seem to be fine, and some even report doing better than before. Also, people's lives are filled with other things than the pandemic (people, work, love, family,...) and these may counteract the pandemic. ",0,1,0,0,0,0,1,0,0,0,1,0,
R_1eXBxFsPqmbz1YG,ms607,lifesat,"1,4",NA,time series extrapolation,NA,NA,0,1,0,1,0,0,1,0,0,0,1,0,
R_1eXBxFsPqmbz1YG,ms607,negaffect,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1eXBxFsPqmbz1YG,ms607,posaffect,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1eXBxFsPqmbz1YG,ms607,polar,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1eXBxFsPqmbz1YG,ms607,iasian,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1DCt6RITERdazvU,Goldensaber,polar,1,NA,NA,NA,"Our original predictions were clearly off, so as an informed citizen and scholar living in the U.S., for this round, I used my own intuitive guess as to what would happen. ",0,1,0,1,0,0,1,0,0,0,1,0,
R_2SjY0h0Lfi1S529,MORDEAUX Team,iasian,2,NA,NA,We assume that the theoretical problems associated with the construct of implicit bias does not allow to predict any particular changes. We follow the logic we used in Stage 1.,We used the mean and standard deviation to generate random numbers which we used in predicting the changes in implicit bias. ,0,1,0,0,0,0,1,0,0,0,1,0,
R_2SjY0h0Lfi1S529,MORDEAUX Team,iafric,2,NA,NA,We assume that the theoretical problems associated with the construct of implicit bias does not allow to predict any particular changes. We follow the logic we used in Stage 1.,We used the mean and standard deviation to generate random numbers which we used in predicting the changes in implicit bias.,0,1,0,0,0,0,1,0,0,0,1,0,
R_2SjY0h0Lfi1S529,MORDEAUX Team,igend,2,NA,NA,We assume that the theoretical problems associated with the construct of implicit bias does not allow to predict any particular changes. We follow the logic we used in Stage 1.,We used the mean and standard deviation to generate random numbers which we used in predicting the changes in implicit bias.,0,1,0,0,0,0,1,0,0,0,1,0,
R_30pmklDspYwSROq,The Nowcast,ideoldem,"1,2",NA,NA,Long-run averages of political preferences surrounding/following election years.,Past polls in election years.,0,0,1,0,0,0,1,0,0,1,0,0,
R_30pmklDspYwSROq,The Nowcast,ideolrep,"1,2",NA,NA,Long-run averages of political preferences surrounding/following election years.,Past polls in election years.,0,0,1,0,0,0,1,0,0,1,0,0,
R_30pmklDspYwSROq,The Nowcast,polar,"1,2,4",NA,Historical long-run averages of polarization around elections.,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1jK9VRFbirtUZgH,Waterloo Purple Jackets,lifesat,4,NA,"NARX: The model is a Gaussian Process Regression that is trained on the last 38 months provided. The inputs are the previous month Life Satisfaction Score, this month’s USA average temperature, this month’s USA average precipitation, and the month number (e.g. January is 1 and December is 12). For the future 12 months predictions, the mean of the month’s temperature and precipitation over the last 120 years were taken as inputs.  LSTM: The model is a deep LSTM artificial neural network with 2 layers and 32 neurons per layer. The input consists of the life satisfaction score, US average precipitation, US average temperature, and the unemployment rate in a given month. The output of the model is the same four parameters in the next month. The model was trained on 39-month data (Jan 2017 – Mar 2020) with Gaussian noise regularization. For the prediction, the model simply takes its own outputs as inputs.  The results of both predictors were fused using a fixed interval smoother, taking into account the inverse variance of each estimator for each given month.  ",NARX- A presumption on the repeatability of precipitation and average temperature across the years so that the next 12 months weather would be similar to the average of considered years ago. LSTM: the fact that Gaussian noise is injected during training assumes that data collection error and variation follows a gaussian distribution.  ,"NARX: Average monthly temperature in past 24 months - NARX 38 months Average Precipitation in past 24 months - NARX 38 months LSTM: unemployment rate, US average precipitation, US average temperature for the past 39 months ",0,1,0,0,0,0,1,0,0,0,1,0,
R_tVYUPezVI8kRnVL,CarrNCUSA,lifesat,4,NA,auto.arima ,NA,No other parameters,0,0,1,0,0,0,1,0,0,0,1,0,
R_tVYUPezVI8kRnVL,CarrNCUSA,ideoldem,4,NA,auto.arima,N/A,none,0,0,1,0,0,0,1,0,0,0,1,0,
R_tVYUPezVI8kRnVL,CarrNCUSA,ideolrep,4,NA,auto.arima,N/A,none,0,0,1,0,0,0,1,0,0,0,1,0,
R_2VC2TaYnGZY78aX,Erebuni,ideoldem,1,NA,NA,N/A,"For our forecast of political ideology, we considered the trajectory of COVID-19 (including deaths and cases) and US political leadership change. Biden’s win is likely to maintain current ideological sentiment, with more Democratic support compared to Republican support. Biden’s administration’s response to COVID-19 might be another factor that will maintain this political division.",0,0,1,0,0,0,1,0,1,1,1,1,
R_2VC2TaYnGZY78aX,Erebuni,ideolrep,1,NA,NA,N/A,"For our forecast of political ideology, we considered the trajectory of COVID-19 (including deaths and cases) and US political leadership change. Biden’s win is likely to maintain current ideological sentiment, with more Democratic support compared to Republican support. Biden’s administration’s response to COVID-19 might be another factor that will maintain this political division.",0,0,1,0,0,0,1,0,1,1,1,1,
R_2VC2TaYnGZY78aX,Erebuni,easian,1,NA,NA,N/A,"For our forecast, we considered the trajectory of COVID-19 (and therefore COVID-19 deaths and cases), US political leadership change, and prospective implementation of a vaccination policy. Biden’s win as president will possibly temper explicit bias toward Asian-Americans as he attempts to bring the US together to fight COVID-19 more responsibly than his predecessor. Biden’s response toward COVID-19 might help contain the virus and decrease deaths, which, in turn, could allay bias toward Asian-Americans. If the COVID-19 vaccine’s distribution is executed well, this may further decrease bias toward Asian-American.",0,0,1,0,0,0,1,0,1,1,1,1,
R_2qr3eC9DPpnuTQ6,Broken Mirror Neurons,lifesat,1,NA,NA,"Studies have found that life satisfaction is largely based on life purpose, hope, and resiliency. Currently the state of the world has reached a standstill in certain aspects where many have lost their jobs or have lost work hours, while others have continued working as essential workers. The increase trend in mindfulness has been correlated with an increase in resiliency and provided a source of home for many communities. We hypothesize that there will be a small decrease in life satisfaction through the increase in unemployment, followed by a plateau and continuing with an increase in life satisfaction as jobs return to normal and society begins to reopen. ","Lockdown and shelter-in-place regulations, COVID-19 cases, COVID-19 deaths, and availability of vaccines. Lockdown/shelter regulations, COVID-19 cases, and COVID-19 deaths were hypothesized to reduce life satisfaction over time as cases rise, but vaccine availability may buffer this effect on its impact on life satisfaction.",0,0,1,0,0,0,1,0,0,1,0,0,
R_2qr3eC9DPpnuTQ6,Broken Mirror Neurons,polar,"1,2",NA,NA,"Political polarization has reported to widen in the aftermath of economic crises (e,g, Bisgaard, 2015, Funke et al., 2016). Coupled with the recent presidential election in the U.S. and increase in political activity, political polarization is expected to remain high but gradually return to pre-election baseline.","COVID-19 cases, COVID-19 deaths, economic relief policies, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), speed of federal response, attitudes and valence of political leadership response. In considering these variables (among others), we evaluated the magnitude of these influences as non-weighted contributors to the predicted outcome. ",0,0,1,0,0,0,1,0,1,1,1,1,
R_2qr3eC9DPpnuTQ6,Broken Mirror Neurons,iasian,1,NA,NA,NA,"Political leadership response, unemployment rate, COVID-19 cases and deaths, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), pre-pandemic sentiment towards Asia/Asian Americans. In considering these variables, we evaluated these influences as non-weighted contributors to the predicted outcome",0,0,1,0,0,0,1,0,0,1,0,0,
R_2qr3eC9DPpnuTQ6,Broken Mirror Neurons,easian,1,NA,NA,NA,"Political leadership response, unemployment rate, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), recent hate crimes toward Asian Americans, pre-pandemic sentiment towards Asia/Asian Americans. In considering these variables, we evaluated these influences as non-weighted contributors to the predicted outcome.",0,0,1,0,0,0,1,0,1,1,1,1,
R_2wBUiCkGG3b3N2X,Platypus,lifesat,"1,2,4",NA,NA,NA,NA,,0,1,0,,0,1,0,0,0,1,0,
R_3KTHDasVXRRWvKo,The Well-Adjusted R Squares,iasian,4,NA,simple regression,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",0,1,0,0,0,0,1,0,0,0,1,0,
R_3KTHDasVXRRWvKo,The Well-Adjusted R Squares,easian,4,NA,"Simple regression. Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years. ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3KTHDasVXRRWvKo,The Well-Adjusted R Squares,iafric,4,NA,simple regression,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years.  ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3KTHDasVXRRWvKo,The Well-Adjusted R Squares,eafric,4,NA,simple regression,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10). ","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years.  ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3KTHDasVXRRWvKo,The Well-Adjusted R Squares,igend,4,NA,simple regression,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10). ","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years.  ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3KTHDasVXRRWvKo,The Well-Adjusted R Squares,egend,4,NA,simple regression,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10). ","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years.  ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3KUXYn3GW89OuDA,blue duiker,polar,1,NA,NA,general intuition of human behavior and politics,'- expected approval and distribution of COVID-19 vaccine are predicted to (slightly) lower political polarization - historical trends show a decrease in political polarization when a new president (change in political leadership) takes office that typically lasts for a couple months - Georgia Senator elections are predicted to increase polarization,0,0,1,0,0,0,1,0,1,1,1,1,
R_1q51Mz0CSaByJJ8,Compassionate Values,negaffect,"1,4,5",regression analyses,linear regression,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1q51Mz0CSaByJJ8,Compassionate Values,posaffect,"1,4,5",regression analyses,linear regression,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1q51Mz0CSaByJJ8,Compassionate Values,polar,"1,4,5",Regression,linear regression,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1q51Mz0CSaByJJ8,Compassionate Values,eafric,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_2lqAAyMrbi7nyhj,A Woman Scientist,lifesat,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_2lqAAyMrbi7nyhj,A Woman Scientist,negaffect,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_2lqAAyMrbi7nyhj,A Woman Scientist,posaffect,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_1jZWJGiEhX3tA53,ForeverJung90,negaffect,"1,2",NA,NA,"Negative affect should remain relatively high until January, as which point we will begin to see a decrease that occurs as a function of the dissemination of the Covid Vaccine, as well as the presidential inauguration of Joe Bide.  Positive affect should steadily and consistently increase for the same reasons noted above.   Same theories and factors from previous forecast apply. ",COVID Biden's Inauguration,0,0,1,0,0,0,1,0,1,1,1,1,
R_1jZWJGiEhX3tA53,ForeverJung90,posaffect,"1,2",NA,NA,"Negative affect should remain relatively high until January, as which point we will begin to see a decrease that occurs as a function of the dissemination of the Covid Vaccine, as well as the presidential inauguration of Joe Bide.  Positive affect should steadily and consistently increase for the same reasons noted above.   Same theories and factors from previous forecast apply. ",COVID Biden's Inauguration,0,0,1,0,0,0,1,0,1,1,1,1,
R_1jZWJGiEhX3tA53,ForeverJung90,polar,"1,2",NA,NA,"November: In November, polarization is at its highest because of the election.  December-Feb: In December, polarization drops a bit after Biden wins the election, but still remains fairly high. It stays at the same level until February, as we anticipate a potentially rocky transition to power.  March-June: During the next months, we expect polarization to gradually decrease as the transition to power is finalized and Biden begins his presidency.  June-July - Currently, public health experts have a goal of vaccinating America by June. For this reason, we predict that there may be a slight uptick in polarization as the government seeks to get the Covid 19 vaccine stragglers to get vaccinated and there will undoubtedly be resistance driven by anti-government sentiments, vaccine skeptics, and misinformation stoking fears about the vaccine.  August-October - In the remaining months, we expect political polarization to decrease slightly following the vaccination push in June and July. During Trump’s presidency, polarization was as low as 70, according to the data provided. As Biden is a less polarizing figure, we expect polarization to dip to at least this same low.  Counterfactual: A key counterfactual is that Trump didn’t immediately accept the results of the election and instead decided to cast doubt on the results and delay the process of determining the president. This may be a sign of a complicated and emotionally charged transition of power to come. An especially rocky transition could lead to an uptick in polarization as those who are loyal to Trump will be especially fired up against the Biden administration and those who support Biden (or dislike Trump) will be more likely to view Biden favorably as he continues his long-lasting feud with Trump and his allies. Trump’s claims about election fraud have signaled that a less than peaceful transition is perhaps more likely than at any other point in history since the civil war. There are certainly various degrees to which the transition might go south, and these all would likely have an effect on political polarization.   Covid: A described in the prediction for June and July, we believe that Covid will increase political polarization as the government tried to vaccinate the country.  ",COVID Biden's Inauguration,0,0,1,0,0,0,1,0,1,1,1,1,
R_1jZWJGiEhX3tA53,ForeverJung90,eafric,"1,2",NA,NA,"Predictions (for project): Tensions ran high up until the election (October). I predict that there will be backlash following Joe Biden’s election as president due to the increased protests by alt-right and conservative groups. Biden is heavily associated with Obama, the nation's first Black president and Biden chose a Black running mate, Kamala Harris (November). There will also be backlash and increased racial tension due to the continuous news (in mass and social media) about the Trump administration’s lawsuits and fight against the election results (December). With the first vaccines being distributed in Dec, with widespread dissemination to first responders and the most at-risk happening in January, there may be a decrease in bias as the stress of the pandemic may decrease. In February and March, however, there may be a slowdown in the distribution of vaccines to those who are not high on the list, such as everyday workers and families, potentially increasing ingroup favoritism in line with the view of increased competition due to limited resources. With children being out of school again and the economy not yet being at the point to increase jobs, coupled with the heat of the Summer, we anticipate racial tensions running higher (June and July). The thinking is that by August or September it may be safe to start reopening the economy, and with this unemployment should decrease, leading to a decrease in the threat of limited resources as well, and subsequently to a decrease in bias.  ",Covid Biden's Inauguration,0,0,1,0,0,0,1,0,1,1,1,1,
R_1jZWJGiEhX3tA53,ForeverJung90,egend,"1,2",NA,NA,"Overall, we expect explicit gender-career bias scores to remain consistent with our initial predictions for 2020.Our original predictions were fairly consistent with the new data, thus we are confident that the predicted trend will continue. As noted originally, gender bias should not be hugely impacted by major social and political events and movements (see original predictions for citations and full explanation).   ",COVID Biden's Inauguration,0,0,1,0,0,0,1,0,1,1,1,1,
R_Y90Oh4xm8Eu1f5D,The Forecasting Four,negaffect,1,NA,NA,NA,Biden winning election US Presidential inauguration  Quieting of Trump rhetoric  COVID infections COVID deaths Family separation over the winter holidays Vaccine development Vaccine distribution Lifting lockdowns Return to “normal” life Demographics of twitter users ,0,0,1,0,0,0,1,0,1,1,1,1,
R_Y90Oh4xm8Eu1f5D,The Forecasting Four,posaffect,1,NA,NA,NA,Biden winning election US Presidential inauguration  Quieting of Trump rhetoric  COVID infections COVID deaths Family separation over the winter holidays Vaccine development Vaccine distribution Lifting lockdowns Return to “normal” life Demographics of twitter users ,0,0,1,0,0,0,1,0,1,1,1,1,
R_Y90Oh4xm8Eu1f5D,The Forecasting Four,lifesat,"1,2",NA,NA,"Life satisfaction tends to be a relatively stable estimate.  However, the COVID-19 pandemic was unprecedented in that everyone was affected by COVID-19 in some way, and rates of mental illness have increased by upwards of 8-fold.  Furthermore, the many examples of racial injustices (e.g. George Floyd death) may have led to further declines in life satisfaction.  We also reasoned that many twitter users may emerge from the COVID-19 pandemic stronger and more resilient.  ",Biden winning election US Presidential inauguration  Further racial injustices Quieting of Trump rhetoric  COVID infections COVID deaths Family separation over the winter holidays Vaccine development Vaccine distribution Lifting lockdowns Return to “normal” life Twitter demographics ,0,0,1,0,0,0,1,0,1,1,1,1,
R_UyaancissNZhgJz,BRTWN,lifesat,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,negaffect,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,posaffect,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,ideoldem,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,ideolrep,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,polar,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,easian,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,iafric,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
R_UyaancissNZhgJz,BRTWN,eafric,5,machine learning (long short-term memory model),"We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,None,0,1,0,1,0,0,1,0,0,0,1,0,
