"","ResponseId","phase","domain","model","theory","parameters","numpred","covidcondyn","covidmeas","coviddesc"
"78","R_1hHgqlFAgXCR12p",2,"iafric","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"79","R_1hHgqlFAgXCR12p",1,"iasian","ARIMA model where p=0, d=0, q=0",NA,"None.",NA,0,NA,NA
"80","R_1hHgqlFAgXCR12p",1,"ideoldem","ARIMA model where p=0, d=1, q=0 for Democrat and p=3, d=0, q=0 for Replican",NA,"None",NA,0,NA,NA
"81","R_1hHgqlFAgXCR12p",2,"ideoldem","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"82","R_1hHgqlFAgXCR12p",1,"ideolrep","ARIMA model where p=0, d=1, q=0 for Democrat and p=3, d=0, q=0 for Replican",NA,"None",NA,0,NA,NA
"83","R_1hHgqlFAgXCR12p",2,"ideolrep","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"84","R_1hHgqlFAgXCR12p",1,"igend","ARIMA model where p=0, d=1, q=1",NA,"None.",NA,0,NA,NA
"85","R_1hHgqlFAgXCR12p",2,"igend","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"86","R_1hHgqlFAgXCR12p",1,"lifesat","ARIMA model where p=0, d=1, q=0",NA,"No.",NA,0,NA,NA
"87","R_1hHgqlFAgXCR12p",2,"lifesat","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"88","R_1hHgqlFAgXCR12p",1,"negaffect","ARIMA model where p=2, d=0, q=2 for negative affect and p=2, d=0, q=0 for positive affect",NA,"No.",NA,0,NA,NA
"89","R_1hHgqlFAgXCR12p",2,"negaffect","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"90","R_1hHgqlFAgXCR12p",1,"polar","ARIMA model where p=0, d=1, q=1",NA,"None.",NA,0,NA,NA
"91","R_1hHgqlFAgXCR12p",2,"polar","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"92","R_1hHgqlFAgXCR12p",1,"posaffect","ARIMA model where p=2, d=0, q=2 for negative affect and p=2, d=0, q=0 for positive affect",NA,"No.",NA,0,NA,NA
"93","R_1hHgqlFAgXCR12p",2,"posaffect","We employed a standard LSTM model to predict the values for the next 12-months. The model uses data from the past 4 months to predict values for the next 4 months, and we iterate this process to obtain the forecasts for the next 12 months (i.e., forecasts of the first 4 months are used as inputs for the next 4 months, and so on). ",NA,"None",NA,0,NA,NA
"94","R_1I71SVFA41n6gY1",1,"eafric",NA,NA,NA,NA,NA,NA,NA
"95","R_1I71SVFA41n6gY1",1,"egend",NA,NA,NA,NA,0,NA,NA
"96","R_1I71SVFA41n6gY1",1,"iafric",NA,NA,NA,NA,0,NA,NA
"97","R_1I71SVFA41n6gY1",1,"igend",NA,NA,NA,NA,0,NA,NA
"98","R_1I71SVFA41n6gY1",1,"lifesat","Judgemental forecasting","None","COVID-19",1,1,2,"People will experience another lockdown in the second wave in autumn."
"99","R_1I71SVFA41n6gY1",1,"negaffect",NA,"No","No",NA,0,NA,NA
"100","R_1I71SVFA41n6gY1",1,"posaffect",NA,"No","No",NA,0,NA,NA
"101","R_1IgsGFMZYhVCPXU",1,"iasian",NA,NA,"COVID-19",1,1,1,"increase score temporarily"
"102","R_1IgsGFMZYhVCPXU",2,"iasian",NA,NA,NA,NA,0,NA,NA
"103","R_1IgsGFMZYhVCPXU",1,"lifesat",NA,"Mean and confidence interval of historical time series","COVID-19, based on current media coverage, an intuitive adjustment was made",1,1,1,"it will decrease life satisfaction"
"104","R_1IgsGFMZYhVCPXU",2,"lifesat","time series extrapolation",NA,NA,1,1,1,"Availability of vaccine will be key determinant for life satisfaction"
"105","R_1IgsGFMZYhVCPXU",1,"negaffect",NA,"na","COVID-19",1,1,1,"increase usage of negative words in the next few months, while positive words will remain relatively stable"
"106","R_1IgsGFMZYhVCPXU",2,"negaffect",NA,NA,NA,1,1,1,"Forecasters will be affected by whether someone in their own social circle may have suffered from covid-19"
"107","R_1IgsGFMZYhVCPXU",1,"polar",NA,NA,"COVID-19",1,1,1,"decrease polarization at first, then increase"
"108","R_1IgsGFMZYhVCPXU",2,"polar",NA,NA,NA,1,1,2,"Covid-19 measures became subject to political campaigning during US presidential elections"
"109","R_1IgsGFMZYhVCPXU",1,"posaffect",NA,"na","COVID-19",1,1,1,"increase usage of negative words in the next few months, while positive words will remain relatively stable"
"110","R_1IgsGFMZYhVCPXU",2,"posaffect",NA,NA,NA,1,1,1,"Forecasters will be affected by whether someone in their own social circle may have suffered from covid-19"
"111","R_1KrKirHTAtmQWfG",1,"eafric","We did not believe in strong effects of covid on explicit african americn bia. We tested seasonal monthly effects using cyclical p-spline in a GAM model. After rejecting the model, we defaulted to a model using a constant value across the whole range.","No theoretical assumptions. ","No additional variables. ",0,0,NA,NA
"112","R_1KrKirHTAtmQWfG",2,"eafric","After testing for seasonality and discontinuity, we used the mean of new values after the onset of COVID-19 pandemic and racial protests in the USA.","Our analyses showed that there was a change after the recent events and we updated out forecast.","Because of the lack of any theoretical framework, we did not use any additional variables.",NA,0,NA,NA
"113","R_1KrKirHTAtmQWfG",1,"iafric","We did not believe in strong effects on implicit African American bias since we doubt the reliability and validity of the measure.  We tested seasonal monthly effects using cyclical p-spline in a GAM model. After rejecting the model, we defaulted to a model using a constant value across the whole range.","No theoretical assumptions were used. ","No additional parameters were used. ",NA,0,NA,NA
"114","R_1KrKirHTAtmQWfG",2,"iafric","After testing for seasonality and discontinuity, we used the mean of new values after the onset of COVID-19 pandemic and racial protests in the USA.","We assumed that the measure is invalid and unreliable. However, our analyses showed that there was a change after the recent events and we updated out forecast.","Because of the theoretical framework outlined above, we did not use any additional variables.",NA,0,NA,NA
"115","R_1KrKirHTAtmQWfG",1,"iasian","We did not believe in strong effects on implicit Asian American bias since we doubt the reliability and validity of the measure.  We tested seasonal monthly effects using cyclical p-spline in a GAM model. After rejecting the model, we defaulted to a model using a constant value across the whole range.","No theoretical assumptions used. ","No other variables were included.",NA,0,NA,NA
"116","R_1KrKirHTAtmQWfG",2,"iasian","After testing for seasonality and discontinuity, we used the mean of new values after the onset of COVID-19 pandemic and racial protests in the USA.","We assumed that the measure is invalid and unreliable. However, our analyses showed that there was a change after the recent events and we updated out forecast.","We did not include any additional variables.",NA,0,NA,NA
"117","R_1KrKirHTAtmQWfG",1,"igend","We did not believe in strong effects on implicit Gender-Career Bias since we doubt the reliability and validity of the measure.  We tested seasonal monthly effects using cyclical p-spline in a GAM model. After rejecting the model, we defaulted to a model using a constant value across the whole range.","No theoretical assumptions. ","No other variables considered. ",0,0,NA,NA
"118","R_1KrKirHTAtmQWfG",2,"igend","After testing for seasonality and discontinuity, we defaulted to the mean over all values.","We assumed that the measure is invalid and unreliable.","Because of our theoretical framework, we did not use any additional variables.",NA,0,NA,NA
"119","R_1KrKirHTAtmQWfG",1,"lifesat","We don't believe aggregate life satisfaction is likely to undergo major changes for longer periods of time. An initial short time effect of coronavirus seems to have passed already. Therefore, we tested seasonal monthly effects using cyclical p-spline in a GAM model. After rejecting the model, we defaulted to a model using a constant value across the whole range. ","No thereoretical assumptions. ","None",NA,0,NA,NA
"120","R_1KrKirHTAtmQWfG",2,"lifesat","After testing for seasonality and discontinuity, we defaulted to the mean over all values.","Life satisfaction tends to adapt back to the base rate if life circumstances change.","Because of the theoretical framework outlined above, we did not use any additional variables.",NA,0,NA,NA
"121","R_1mpWg38aa9BMatM",1,"ideoldem",NA,"Our team does not have expertise in this domain. Our forecasts are being made as scientists who do NOT specifically have expertise in this area. ","US election cycle, Donald Trump's handling of the US pandemic, economic recession, Joe Biden's campaign. ",4,0,NA,NA
"122","R_1mpWg38aa9BMatM",1,"ideolrep",NA,"Our team does not have expertise in this domain. Our forecasts are being made as scientists who do NOT specifically have expertise in this area. ","US election cycle, Donald Trump's handling of the US pandemic, economic recession, Joe Biden's campaign. ",4,0,NA,NA
"123","R_1mpWg38aa9BMatM",1,"lifesat",NA,"Our models on the predictions of life satisfaction are based on the family stress model, whereby the great social disruption (and economic fallout) will create a large drop in life satisfaction for May 2020. We hypothesize this will recover slightly with the opening of the economy, but will not return to pre-pandemic levels until 2021. ","Economic recession, household income, increases in family conflict, parenting stress. ",4,1,1,"There will be an inverse relationship between COVID-19 deaths and life satisfaction. "
"124","R_1mpWg38aa9BMatM",1,"negaffect",NA,"Our predictions are informed by developmental systems theory, which includes the digital level of analysis in the ecology of human development and family life. Moreover, we hypothesize to observe a spillover of affect from the family context into the social media space. ","Economic recession, unemployment, the election seasonality (thanksgiving and holidays), family conflict, parenting stress, child behavior. ",6,1,2,"There will be a positive relationship between COVID-19 cases and the presence of negative affect on social media. "
"125","R_1mpWg38aa9BMatM",1,"polar",NA,"Our team area also not experts in this area. We are basing our initial predictions on general intuition based on following the news cycle. ","recession, economy, 2020 US election, Trump campaign, Biden campaign, stabilization of US markets. ",6,0,NA,NA
"126","R_1mpWg38aa9BMatM",1,"posaffect",NA,"Our predictions are informed by developmental systems theory, which includes the digital level of analysis in the ecology of human development and family life. Moreover, we hypothesize to observe a spillover of affect from the family context into the social media space. ","Economic recession, unemployment, the election seasonality (thanksgiving and holidays), family conflict, parenting stress, child behavior. ",6,1,2,"There will be a positive relationship between COVID-19 cases and the presence of negative affect on social media. "
"127","R_1MSUHSwe1zPiuOQ",1,"ideoldem","Forecasts derived from an AR model of the democrat and republican time series, with updated values from 538 for April and May. ","N/A","None",0,0,NA,NA
"128","R_1MSUHSwe1zPiuOQ",2,"ideoldem","auto.arima","N/A","none",NA,0,NA,NA
"129","R_1MSUHSwe1zPiuOQ",1,"ideolrep","Forecasts derived from an AR model of the democrat and republican time series, with updated values from 538 for April and May. ","N/A","None",0,0,NA,NA
"130","R_1MSUHSwe1zPiuOQ",2,"ideolrep","auto.arima","N/A","none",NA,0,NA,NA
"131","R_1MSUHSwe1zPiuOQ",1,"lifesat","Estimating the AR process in the time series and then adjusting based on intuition. ",NA,"None",0,0,NA,NA
"132","R_1MSUHSwe1zPiuOQ",2,"lifesat","auto.arima ",NA,"No other parameters",NA,0,NA,NA
"133","R_26gVPADEgjZU0WR",1,"lifesat",NA,"We reasoned that although life satisfaction tends to be more of a stable estimate, the COVID-19 pandemic was unprecedented in that everyone was affected by it in some way, and that expressions of fear, anxiety, grief, etc. would be evident in twitter posts.  Our predictions were informed by prior literature suggesting that the rate of depression and mental illness has been on the rise over the past decade in younger generations (and particularly in college students), who are overrepresented in the twitter database compared to the general U.S. population.  We reasoned that this demographic may be particularly negatively affected early on by COVID-19.  We also reasoned that society would gradually recover from the pandemic, emerging  stronger and more resilient.  ","* trends in previous data
* demographics of twitter users (including age, political orientation, race, relationship status, socioeconomic status)
* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)
* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to fear, anxiety and grief)
* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to twitter posts indicative of fear and concern) 
* unemployment rate (at an all-time low, but which we reasoned would gradually increase and translate to 
* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)
* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering life satisfaction in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)
* reopening of businesses and leisure activities (for the large part, we reasoned this would increase life satisfaction)
* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease life satisfaction)
* news of a coronavirus vaccine (which we reasoned would increase life satisfaction)
* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in life satisfaction considering twitter demographics) 
* Presidential inauguration (life satisfaction would be at a high)",20,1,2,"We reasoned that COVID-19 would have a moderate influence on forecasted Life Satisfaction, especially early on in the months of May and June.  We also projected a slight dip in Life Satisfaction assuming that a second wave of COVID-19 would arrive in the Fall.  We anticipated that Life Satisfaction would gradually recover as the unemployment rate rises and life goes back to normal.  We reasoned that society would, on average, emerge from the pandemic stronger and with more perceived meaning and purpose to life.  We also estimated the number of estimated new cases to guide our prediction of Life Satisfactrion, although we did not conduct any formal mathematical / statistical models.  "
"134","R_26gVPADEgjZU0WR",2,"lifesat",NA,"Life satisfaction tends to be a relatively stable estimate.  However, the COVID-19 pandemic was unprecedented in that everyone was affected by COVID-19 in some way, and rates of mental illness have increased by upwards of 8-fold.  Furthermore, the many examples of racial injustices (e.g. George Floyd death) may have led to further declines in life satisfaction.  We also reasoned that many twitter users may emerge from the COVID-19 pandemic stronger and more resilient.  ","Biden winning election US Presidential inauguration  Further racial injustices Quieting of Trump rhetoric  COVID infections COVID deaths Family separation over the winter holidays Vaccine development Vaccine distribution Lifting lockdowns Return to “normal” life Twitter demographics ",12,1,1,"We predicted a mild influence of COVID-19 related deaths on life satisfaction, but a larger influence of COVID vaccine distribution and return to life ""as normal"" that will follow."
"135","R_26gVPADEgjZU0WR",1,"negaffect",NA,"•	We reasoned that affective language on twitter feed would be strongly shaped by current events, including the COVID-19 pandemic and other key political and societal events involving racial injustice (see below).","* trends in previous data
* demographics of twitter users (including age, political orientation, race/ethnicity, socioeconomic status)
* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)
* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to overall negative affect)
* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to more negative affect) 
* unemployment rate (at an all-time low, but which we reasoned would gradually increase and lead to more positive affect)
* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)
* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering positive affect and increasing negative affect in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)
* reopening of businesses and leisure activities (for the large part, we reasoned this would increase positive affect)
* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease positive affect)
* news of a coronavirus vaccine (which we reasoned would increase positive affect)
* a Presidential race that gets uglier, more polarized, and leads to more negative affect expressed in twitter posts
* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in positive affect considering twitter demographics) 
* Presidential inauguration (positive affect may be at a high considering average demographics of twitter users)
",1,1,2,"We reasoned that COVID-19 would have a moderate influence on forecasted Affect in twitter posts, especially early on in the months of May and June.  We also projected a slight dip in Positive Affect assuming that a second wave of COVID-19 would arrive in the Fall.  We anticipated that Positive Affect would gradually recover as the unemployment rate rises and life goes back to normal.  We also estimated the number of estimated new cases to guide our prediction of Affect, although we did not conduct any formal mathematical / statistical models.  
"
"136","R_26gVPADEgjZU0WR",2,"negaffect",NA,NA,"Biden winning election US Presidential inauguration  Quieting of Trump rhetoric  COVID infections COVID deaths Family separation over the winter holidays Vaccine development Vaccine distribution Lifting lockdowns Return to “normal” life Demographics of twitter users ",11,1,2,"COVID-19 related deaths and positive cases played a moderate role in our predictions. The presence and distribution of COVID vaccines and return to life played a stronger role."
"137","R_26gVPADEgjZU0WR",1,"posaffect",NA,"•	We reasoned that affective language on twitter feed would be strongly shaped by current events, including the COVID-19 pandemic and other key political and societal events involving racial injustice (see below).","* trends in previous data
* demographics of twitter users (including age, political orientation, race/ethnicity, socioeconomic status)
* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)
* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to overall negative affect)
* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to more negative affect) 
* unemployment rate (at an all-time low, but which we reasoned would gradually increase and lead to more positive affect)
* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)
* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering positive affect and increasing negative affect in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)
* reopening of businesses and leisure activities (for the large part, we reasoned this would increase positive affect)
* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease positive affect)
* news of a coronavirus vaccine (which we reasoned would increase positive affect)
* a Presidential race that gets uglier, more polarized, and leads to more negative affect expressed in twitter posts
* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in positive affect considering twitter demographics) 
* Presidential inauguration (positive affect may be at a high considering average demographics of twitter users)
",1,1,2,"We reasoned that COVID-19 would have a moderate influence on forecasted Affect in twitter posts, especially early on in the months of May and June.  We also projected a slight dip in Positive Affect assuming that a second wave of COVID-19 would arrive in the Fall.  We anticipated that Positive Affect would gradually recover as the unemployment rate rises and life goes back to normal.  We also estimated the number of estimated new cases to guide our prediction of Affect, although we did not conduct any formal mathematical / statistical models.  
"
"138","R_26gVPADEgjZU0WR",2,"posaffect",NA,NA,"Biden winning election US Presidential inauguration  Quieting of Trump rhetoric  COVID infections COVID deaths Family separation over the winter holidays Vaccine development Vaccine distribution Lifting lockdowns Return to “normal” life Demographics of twitter users ",11,1,2,"COVID-19 related deaths and positive cases played a moderate role in our predictions. The presence and distribution of COVID vaccines and return to life played a stronger role."
"139","R_28Opd7wWaGxLfce",2,"iasian",NA,NA,NA,1,1,2,"Weirdly, I think the pushback against anti-Asian sentiments (resulting from COVID-19) might have benefitted Asian Americans' view in the eyes of other people."
"140","R_28Opd7wWaGxLfce",1,"lifesat",NA,"In the little work I've done on how psychological characteristics change over time, I've found that they largely don't change very much, especially over such a short amount of time, like a year. The scaling of the graph confirms this. ","I went in with the assumption that, assuming the average gain in life satisfaction (based on the previous waves) was maintained, you'd expect to see about a .01 increase every two months. However, I also thought this flatter slope would make sense (i.e., there wouldn't be large gains) given the civil and global unrest about things right now (e.g., COVID, race relations/rioting). ",2,0,NA,NA
"141","R_28Opd7wWaGxLfce",2,"lifesat",NA,NA,NA,1,1,2,"Figured that with vaccine dissemination efforts in the new year/Spring, there might be a bounceback in life satisfaction."
"142","R_2aqnCmMqeKGKVmb",1,"eafric",NA,NA,NA,NA,0,NA,NA
"143","R_2aqnCmMqeKGKVmb",1,"easian","prophet","no","no",NA,0,NA,NA
"144","R_2aqnCmMqeKGKVmb",1,"egend",NA,NA,NA,NA,0,NA,NA
"145","R_2aqnCmMqeKGKVmb",1,"iafric",NA,"no","no",NA,0,NA,NA
"146","R_2aqnCmMqeKGKVmb",1,"iasian","prophet
","none","none",NA,0,NA,NA
"147","R_2aqnCmMqeKGKVmb",1,"ideoldem","More prophet!","none","none",NA,0,NA,NA
"148","R_2aqnCmMqeKGKVmb",1,"ideolrep","More prophet!","none","none",NA,0,NA,NA
"149","R_2aqnCmMqeKGKVmb",1,"igend",NA,NA,NA,NA,0,NA,NA
"150","R_2aqnCmMqeKGKVmb",1,"lifesat","Additive model with yearly seasonality","No theories were used.","None",NA,0,NA,NA
"151","R_2aqnCmMqeKGKVmb",1,"negaffect","Again, Facebook Prophet.
Although I've published, I don't have the pipelien in place to reproduce these values, so I went with a simple time series prediction.",NA,"none",NA,0,NA,NA
"152","R_2aqnCmMqeKGKVmb",1,"polar","prophet","none","none",NA,0,NA,NA
"153","R_2aqnCmMqeKGKVmb",1,"posaffect","Again, Facebook Prophet.
Although I've published, I don't have the pipelien in place to reproduce these values, so I went with a simple time series prediction.",NA,"none",NA,0,NA,NA
"154","R_2atXh38sPudPrH4",1,"lifesat","Simple visual inspection, noting that there is a slight dip in satisfaction during the summer months, followed by a small increase in the fall  ","'-I considered the affective forecasting literature 
","'-I considered the likely impact of COVID on the sample providing these data (twitter users) and guessed this population is more privileged than average so would be less likely to suffer the severe economic and health losses that less privileged individuals are experiencing  ",3,0,NA,NA
"155","R_2bWyfocCOaKkcNN",1,"lifesat","Wisdom of the Crowd prediction. Conducted an MTurk study using 244 US citizens. Showed them the data plot and asked them to predict the happiness scores for the next 12 months. One person was removed because they clearly were a bot based on their responses to open-ended questions. Additionally, the data for a further 10 people were removed because they asked for it to be removed as they felt that they were not qualified to make this prediction. For the remaining people we took the median forecast for each month. ","Wisdom of the Crowd prediction. Conducted an MTurk study using 244 US citizens. Showed them the data plot and asked them to predict the happiness scores for the next 12 months. One person was removed because they clearly were a bot based on their responses to open-ended questions. Additionally, the data for a further 10 people were removed because they asked for it to be removed as they felt that they were not qualified to make this prediction. For the remaining people we took the median forecast for each month. ","As explained above, we conducted an MTurk study to get predictions from 244 US citizens.",1,0,NA,NA
"156","R_2D7zcSqrVUj0sRy",1,"egend","I took the bias score from the same month (averaged across all years).",NA,NA,0,0,NA,NA
"157","R_2D7zcSqrVUj0sRy",2,"egend","I took the average score of all previous months available (i.e., predicted November score = average of all November scores in the data set).","-","None",NA,0,NA,NA
"158","R_2D7zcSqrVUj0sRy",1,"igend","I took the bias score from the same month (averaged across all years).",NA,NA,0,0,NA,NA
"159","R_2D7zcSqrVUj0sRy",2,"igend","I took the average score of all previous months available (i.e., predicted November score = average of all November scores in the data set).","-","-",NA,0,NA,NA
"160","R_2EEjmCJXfoudK6K",1,"iafric",NA,"Given the current salience of police violence against Blacks, sympathy will cause a temporary reduction in bias. That coupled with an increase in bias toward Asians will result in lower implicit bias toward Blacks. Yet, after the election of Biden, anti-Black bias will increase.","Political leadership change. Increased bias toward Asians. ",NA,0,NA,NA
"161","R_2EEjmCJXfoudK6K",2,"iafric",NA,"Internal vs. external motivation to control prejudice; this motivation changes with societal norm, which will change with the change in political leadership. ","Presidential election. ",NA,0,NA,NA
"162","R_2EEjmCJXfoudK6K",1,"iasian",NA,"Implicit bias increases as social norms change. As the coronavirus continues to have an impact and the presidential campaign kicks off, Asians will be the targets of subversive and covert bigotry. ",NA,NA,0,NA,NA
"163","R_2EEjmCJXfoudK6K",2,"iasian",NA,"n/a","presidential election; winter ",1,1,2,"People have become accustomed to it and no longer see it as the ""China virus""; change in political leadership will help. "
"164","R_2ONDFMm1XxxTKei",1,"iafric",NA,"salient racial conflict that is widely publicized and discussed should increase implicit bias toward one's ingroup. ",NA,NA,0,NA,NA
"165","R_2ONDFMm1XxxTKei",2,"iafric",NA,NA,NA,NA,0,NA,NA
"166","R_2ONDFMm1XxxTKei",1,"polar",NA,"perceived conflict, resource scarcity, and competition all increase group social identity, which should increase political polarization around the time of the november election, and a possible winter resurgence of coronavirus.",NA,NA,0,NA,NA
"167","R_2ONDFMm1XxxTKei",2,"polar",NA,NA,NA,NA,0,NA,NA
"168","R_2RWFd9H3z37Yqmb",1,"polar","Base rates","The assumptions involve the use of recent baserates plus the likely impact of increased polarization following party conventions and proximity to the general election","See above",3,0,NA,NA
"169","R_2tLue9TWKlCrv64",1,"egend",NA,"I'm a sociologist of gender, and what we're seeing a structural rather than a cultural change. Women are being forced back into traditional roles not because of changes in belief, but because of structural changes. This bias may be kind of on the high end of what it's been, but there's not a clear reason to expect that people will become way more sexist even though they're ended up in traditional situations. This has been the case for a long time, with sociology of gender showing that when people change their structural situation (e.g., get married, or have kids) they can end up default to traditional gender divisions of labor because that's the path of least resistance in our society, but they aren't necessarily explicitly more gender biased than they were before just because the situation they're in changed.","N/A",NA,0,NA,NA
"170","R_2tLue9TWKlCrv64",2,"egend",NA,"I basically predicted that what we've seen during the last while will continue into the future. If the pandemic hasn't led to a big change in these numbers, I doubt something else will. We might hope for a slight decline in bias over time, but it might take longer than the year we're providing predictions for here.","I have not taken other parameters into account.",NA,0,NA,NA
"171","R_2tLue9TWKlCrv64",1,"ideoldem",NA,"There are strong partisans who are likely not to switch even in tumultuous times. Therefore it will largely be the moderate/independent folks who will be more likely to change their support. Partisanship is fairly stable, so that even through massive social shifts I don't expect massive change, especially as Trump has basically already insulated himself from people caring about whether he lies, makes bad decisions, etc. He appeals to their status threat and ingroup identity, and therefore they support him and the party regardless. I do suspect some moderates will shift toward the Democratic party, but am skeptical about that being a particularly large number of people.","N/A",NA,0,NA,NA
"172","R_2tLue9TWKlCrv64",2,"ideoldem",NA,"The past is a good predictor of the future, and the ""shock"" of the pandemic was already baked into the data. I basically predicted that the current trends would continue with slight increased support for Democrats. I suspect they won't be able to handle things worse than the Republicans did, and I assume some people will be happy with how they handle the pandemic. However, people are mostly fairly ""locked in"" so I doubt that there will be drastic movement.","No other variables were used, though I did take into account the fact that there will be a shift from a Republican to a Democratic president, but that just led me to predict very slight increased support for Democrats.",1,0,NA,NA
"173","R_2tLue9TWKlCrv64",1,"ideolrep",NA,"There are strong partisans who are likely not to switch even in tumultuous times. Therefore it will largely be the moderate/independent folks who will be more likely to change their support. Partisanship is fairly stable, so that even through massive social shifts I don't expect massive change, especially as Trump has basically already insulated himself from people caring about whether he lies, makes bad decisions, etc. He appeals to their status threat and ingroup identity, and therefore they support him and the party regardless. I do suspect some moderates will shift toward the Democratic party, but am skeptical about that being a particularly large number of people.","N/A",NA,0,NA,NA
"174","R_2tLue9TWKlCrv64",2,"ideolrep",NA,"The past is a good predictor of the future, and the ""shock"" of the pandemic was already baked into the data. I basically predicted that the current trends would continue with slight increased support for Democrats. I suspect they won't be able to handle things worse than the Republicans did, and I assume some people will be happy with how they handle the pandemic. However, people are mostly fairly ""locked in"" so I doubt that there will be drastic movement.","No other variables were used, though I did take into account the fact that there will be a shift from a Republican to a Democratic president, but that just led me to predict very slight increased support for Democrats.",1,0,NA,NA
"175","R_2tLue9TWKlCrv64",1,"igend",NA,"It's really hard to move implicit bias. Therefore, even if we might gender traditional forms of family life to increase at this time where women are pushed back into more traditional family roles, we might not expect implicit bias to really move.","N/A",NA,0,NA,NA
"176","R_2tLue9TWKlCrv64",2,"igend",NA,"I basically just predicted that the level of gender-career bias present during the pandemic will continue. Absent other shocks there isn't really a reason to expect big change, though I guess it is possible that there could be slight declines in gender bias over time but I don't expect it to be fast or substantial enough for me to have predicted substantial decline over just the next year.","I guess I did take into account what I know about implicit bias and gender frames more generally, and that they probably won't change all that much.",NA,0,NA,NA
"177","R_2tLue9TWKlCrv64",1,"lifesat",NA,"Life satisfaction drops dramatically when people become unemployed, and during this period many people became unemployed. I suspect that as the economy begins to open back up more and people are getting back to work there will be substantial upward movement in life satisfaction after a quick initial dip. There are also other things going on at the same time where people are more lonely while things are closed down, and will be less lonely (and posting more positively on Twitter again, which is how life satisfaction is being measured here) once things open back up. I suspect, however, that even as things open back up more it would take a good while to get back to where we were pre-pandemic.","I didn't formally model additional variables. Instead, I'm making estimates based on suspected patterns in things ""opening"" back up again.",NA,0,NA,NA
