,X,ResponseId,team_name,phase,domain,DataOnly,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,MA_UniqueParam,OT_UniqueParam,MA_Comments,OT_Comments,Agreement,parameters_coded,MA_Flag,OT_Flag
274,274,R_2aqnCmMqeKGKVmb,LongerSquigglyLines,1,igend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
275,275,R_2aqnCmMqeKGKVmb,LongerSquigglyLines,1,egend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
276,276,R_2WCOi1uh4qS2VYm,Turing Tesla Solutions,1,eafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
277,277,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,lifesat,NA,NA,1,1,2,NA,1,1,,,1,1,NA,NA
278,278,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,posaffect,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
279,279,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,negaffect,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
280,280,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,ideolrep,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
281,281,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,ideoldem,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
282,282,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,polar,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
283,283,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,iasian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
284,284,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,easian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
285,285,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
286,286,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,eafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
287,287,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,igend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
288,288,R_3rTfOKhM5Oxh2Qr,A Woman Scientist,1,egend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
289,289,R_1hHgqlFAgXCR12p,BRTWN,1,lifesat,1,No.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
290,290,R_1hHgqlFAgXCR12p,BRTWN,1,posaffect,1,No.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
291,291,R_1hHgqlFAgXCR12p,BRTWN,1,negaffect,1,No.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
292,292,R_1hHgqlFAgXCR12p,BRTWN,1,ideolrep,1,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
293,293,R_1hHgqlFAgXCR12p,BRTWN,1,ideoldem,1,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
294,294,R_1hHgqlFAgXCR12p,BRTWN,1,polar,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
295,295,R_1hHgqlFAgXCR12p,BRTWN,1,iasian,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
296,296,R_1hHgqlFAgXCR12p,BRTWN,1,easian,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
297,297,R_1hHgqlFAgXCR12p,BRTWN,1,iafric,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
298,298,R_1hHgqlFAgXCR12p,BRTWN,1,eafric,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
299,299,R_1hHgqlFAgXCR12p,BRTWN,1,igend,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
300,300,R_1hHgqlFAgXCR12p,BRTWN,1,egend,1,None.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
301,301,R_26gVPADEgjZU0WR,The Forecasting Four,1,lifesat,NA,"* trends in previous data
* demographics of twitter users (including age, political orientation, race, relationship status, socioeconomic status)
* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)
* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to fear, anxiety and grief)
* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to twitter posts indicative of fear and concern) 
* unemployment rate (at an all-time low, but which we reasoned would gradually increase and translate to 
* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)
* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering life satisfaction in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)
* reopening of businesses and leisure activities (for the large part, we reasoned this would increase life satisfaction)
* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease life satisfaction)
* news of a coronavirus vaccine (which we reasoned would increase life satisfaction)
* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in life satisfaction considering twitter demographics) 
* Presidential inauguration (life satisfaction would be at a high)",20,1,2,NA,20,21,,,0,20,NA,NA
302,302,R_1gSdkjbKq3WwAUh,Dog's Sense,1,lifesat,0,"Unemployment rate, GDP Growth ",NA,NA,NA,NA,2,2,,,1,2,NA,NA
303,303,R_26gVPADEgjZU0WR,The Forecasting Four,1,posaffect,NA,"* trends in previous data
* demographics of twitter users (including age, political orientation, race/ethnicity, socioeconomic status)
* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)
* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to overall negative affect)
* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to more negative affect) 
* unemployment rate (at an all-time low, but which we reasoned would gradually increase and lead to more positive affect)
* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)
* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering positive affect and increasing negative affect in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)
* reopening of businesses and leisure activities (for the large part, we reasoned this would increase positive affect)
* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease positive affect)
* news of a coronavirus vaccine (which we reasoned would increase positive affect)
* a Presidential race that gets uglier, more polarized, and leads to more negative affect expressed in twitter posts
* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in positive affect considering twitter demographics) 
* Presidential inauguration (positive affect may be at a high considering average demographics of twitter users)
",1,1,2,NA,20,21,,,0,20,NA,NA
304,304,R_26gVPADEgjZU0WR,The Forecasting Four,1,negaffect,NA,"* trends in previous data
* demographics of twitter users (including age, political orientation, race/ethnicity, socioeconomic status)
* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)
* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to overall negative affect)
* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to more negative affect) 
* unemployment rate (at an all-time low, but which we reasoned would gradually increase and lead to more positive affect)
* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)
* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering positive affect and increasing negative affect in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)
* reopening of businesses and leisure activities (for the large part, we reasoned this would increase positive affect)
* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease positive affect)
* news of a coronavirus vaccine (which we reasoned would increase positive affect)
* a Presidential race that gets uglier, more polarized, and leads to more negative affect expressed in twitter posts
* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in positive affect considering twitter demographics) 
* Presidential inauguration (positive affect may be at a high considering average demographics of twitter users)
",1,1,2,NA,20,21,,,0,20,NA,NA
305,305,R_WBbdNjHbVRZjNuh,The Nowcast,1,ideolrep,NA,Past political ideology measures leading into other elections (including the 2018 midterm elections). ,3,0,NA,NA,1,1,,,1,1,NA,NA
306,306,R_WBbdNjHbVRZjNuh,The Nowcast,1,ideoldem,NA,Past political ideology measures leading into other elections (including the 2018 midterm elections). ,3,0,NA,NA,1,1,,,1,1,NA,NA
307,307,R_WBbdNjHbVRZjNuh,The Nowcast,1,polar,NA,Past presidential approval ratings for former presidents around election cycles.,2,0,NA,NA,1,1,,,1,1,NA,NA
308,308,R_1E9Vmltguj3p3XY,Erebuni,1,ideolrep,NA,"George Floyd riots and protests. We suspected the protests/riots would encourage USA citizens to more strongly adhere to their preferred political party, as well as sway a certain proportion of democratic voters (possibly those who are not strong Democratic supporters) towards the Republican party, considering there have been 18 casualties at events thus far (3 by fault of police and 15 by civilians); these events have garnered much vocal support from Democratic leaders (vs. Republican).",1,1,3,both # of deaths and # of positive cases,3,3,,,1,3,NA,NA
309,309,R_1E9Vmltguj3p3XY,Erebuni,1,ideoldem,NA,"George Floyd riots and protests. We suspected the protests/riots would encourage USA citizens to more strongly adhere to their preferred political party, as well as sway a certain proportion of democratic voters (possibly those who are not strong Democratic supporters) towards the Republican party, considering there have been 18 casualties at events thus far (3 by fault of police and 15 by civilians); these events have garnered much vocal support from Democratic leaders (vs. Republican).",1,1,3,both # of deaths and # of positive cases,3,3,,,1,3,NA,NA
310,310,R_1E9Vmltguj3p3XY,Erebuni,1,easian,NA,"COVID-19 dying down in news outlets in summer months, George Floyd protests/riots, flu season.

With weather improving in North America, and based on personal experiences on social media, it appears news outlets have moved past from talk of the pandemic. Moreover, the George Floyd protests and riots have consumed media attention, and discussion of the pandemic has substantially decreased. Some news outlets have been minimizing the threat of COVID-19 in recent days, perhaps to rationalize the mass group gatherings on the streets around the world. As such, we believe less people will be thinking about COVID-19, and perhaps stray away from harassing Asian Americans. But with the onset of the flu season in October, we suspect more people will be reminded of COVID-19, and explicit bias towards Asian-Americans will once again increase.",3,1,3,both # of deaths and # of positive cases,5,6,,,0,5,NA,NA
311,311,R_2WCOi1uh4qS2VYm,Turing Tesla Solutions,1,ideolrep,NA,NA,1,1,NA,NA,1,0,,,0,1,NA,NA
312,312,R_2WCOi1uh4qS2VYm,Turing Tesla Solutions,1,ideoldem,NA,NA,1,1,NA,NA,1,0,,,0,1,NA,NA
313,313,R_2WCOi1uh4qS2VYm,Turing Tesla Solutions,1,polar,NA,NA,1,1,NA,NA,1,0,,,0,1,NA,NA
314,314,R_2WCOi1uh4qS2VYm,Turing Tesla Solutions,1,easian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
315,315,R_3JEIbGiTk6KLvTk,Heisenburg,1,lifesat,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
316,316,R_3JEIbGiTk6KLvTk,Heisenburg,1,posaffect,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
317,317,R_3JEIbGiTk6KLvTk,Heisenburg,1,negaffect,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
318,318,R_3JEIbGiTk6KLvTk,Heisenburg,1,ideolrep,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
319,319,R_3JEIbGiTk6KLvTk,Heisenburg,1,ideoldem,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
320,320,R_3JEIbGiTk6KLvTk,Heisenburg,1,polar,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
321,321,R_3JEIbGiTk6KLvTk,Heisenburg,1,iasian,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
322,322,R_3JEIbGiTk6KLvTk,Heisenburg,1,easian,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
323,323,R_3JEIbGiTk6KLvTk,Heisenburg,1,iafric,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
324,324,R_3JEIbGiTk6KLvTk,Heisenburg,1,eafric,1,"currently, no additional variables are being used
",NA,NA,NA,NA,0,0,,,1,0,NA,NA
325,325,R_3JEIbGiTk6KLvTk,Heisenburg,1,igend,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
326,326,R_3JEIbGiTk6KLvTk,Heisenburg,1,egend,1,"currently, no additional variables are being used",NA,NA,NA,NA,0,0,,,1,0,NA,NA
327,327,R_2sYluFkPNTpZKzL,IPZ_predi,1,ideolrep,NA,"We included prediction market data (for more details, see Documentation)",3,0,NA,NA,1,3,,"Code was provided by team, but is not commented, making it difficult to decipher",0,3,NA,NA
328,328,R_2sYluFkPNTpZKzL,IPZ_predi,1,ideoldem,NA,"We included prediction market data (for more details, see Documentation)",3,0,NA,NA,1,3,,"Code was provided by team, but is not commented, making it difficult to decipher",0,3,NA,NA
329,329,R_2sYluFkPNTpZKzL,IPZ_predi,1,polar,NA,Prediction market data,4,0,NA,NA,1,1,,,1,1,NA,NA
330,330,R_1GxdcirtZvLpqZC,WQXZ,1,lifesat,1,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
331,331,R_1GxdcirtZvLpqZC,WQXZ,1,posaffect,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
332,332,R_1GxdcirtZvLpqZC,WQXZ,1,negaffect,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
333,333,R_1GxdcirtZvLpqZC,WQXZ,1,iasian,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
334,334,R_1GxdcirtZvLpqZC,WQXZ,1,easian,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
335,335,R_1GxdcirtZvLpqZC,WQXZ,1,iafric,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
336,336,R_1GxdcirtZvLpqZC,WQXZ,1,eafric,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
337,337,R_1GxdcirtZvLpqZC,WQXZ,1,igend,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
338,338,R_1GxdcirtZvLpqZC,WQXZ,1,egend,1,N/A,NA,NA,NA,NA,0,0,,,1,0,NA,NA
339,339,R_2ONDFMm1XxxTKei,HSCNAC,1,polar,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
340,340,R_2ONDFMm1XxxTKei,HSCNAC,1,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
341,341,R_3xSl0TOpZc67Tpv,Team29,1,lifesat,NA,Sudden  drop due to COVID-19,1,0,NA,NA,1,1,,,1,1,NA,NA
342,342,R_3xSl0TOpZc67Tpv,Team29,1,posaffect,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
343,343,R_3xSl0TOpZc67Tpv,Team29,1,negaffect,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
344,344,R_3xSl0TOpZc67Tpv,Team29,1,ideolrep,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
345,345,R_3xSl0TOpZc67Tpv,Team29,1,ideoldem,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
346,346,R_3xSl0TOpZc67Tpv,Team29,1,polar,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
347,347,R_3xSl0TOpZc67Tpv,Team29,1,iasian,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
348,348,R_3xSl0TOpZc67Tpv,Team29,1,easian,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
349,349,R_3xSl0TOpZc67Tpv,Team29,1,iafric,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
350,350,R_3xSl0TOpZc67Tpv,Team29,1,eafric,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
351,351,R_3xSl0TOpZc67Tpv,Team29,1,igend,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
352,352,R_3xSl0TOpZc67Tpv,Team29,1,egend,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
353,353,R_1I71SVFA41n6gY1,TeamKL,1,lifesat,NA,COVID-19,1,1,2,NA,1,1,,,1,1,NA,NA
354,354,R_1I71SVFA41n6gY1,TeamKL,1,posaffect,NA,No,NA,NA,NA,NA,0,0,,,1,0,NA,NA
355,355,R_1I71SVFA41n6gY1,TeamKL,1,negaffect,NA,No,NA,NA,NA,NA,0,0,,,1,0,NA,NA
356,356,R_1I71SVFA41n6gY1,TeamKL,1,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
357,357,R_1I71SVFA41n6gY1,TeamKL,1,eafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
358,358,R_1I71SVFA41n6gY1,TeamKL,1,igend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
359,359,R_1I71SVFA41n6gY1,TeamKL,1,egend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
360,360,R_2xRiOHuu4tmQ3k1,Average Joes,1,ideolrep,NA,average of the time series,NA,NA,NA,NA,0,0,,,1,0,NA,NA
361,361,R_2xRiOHuu4tmQ3k1,Average Joes,1,ideoldem,NA,average of the time series,NA,NA,NA,NA,0,0,,,1,0,NA,NA
362,362,R_Y37N3faBVbgVFSx,1859,2,igend,1,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
363,363,R_Y37N3faBVbgVFSx,1859,2,egend,1,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
364,364,R_1JWmrGXn99bxXrT,Sociology,2,lifesat,1,"No other variables were used.  Essentially, I took the current satisfaction and predicted that it would slowly shift back to the previous mean satisfaction.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
365,365,R_1JWmrGXn99bxXrT,Sociology,2,ideoldem,1,"No other variables were used, though I did take into account the fact that there will be a shift from a Republican to a Democratic president, but that just led me to predict very slight increased support for Democrats.",1,0,NA,NA,1,1,,,1,1,NA,NA
366,366,R_1JWmrGXn99bxXrT,Sociology,2,ideolrep,1,"No other variables were used, though I did take into account the fact that there will be a shift from a Republican to a Democratic president, but that just led me to predict very slight increased support for Democrats.",1,0,NA,NA,1,1,,,1,1,NA,NA
367,367,R_1JWmrGXn99bxXrT,Sociology,2,igend,NA,"I guess I did take into account what I know about implicit bias and gender frames more generally, and that they probably won't change all that much.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
368,368,R_1JWmrGXn99bxXrT,Sociology,2,egend,NA,I have not taken other parameters into account.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
369,369,R_3fq2fXmmzqnpCKO,Cynical Belief in the Inexorable Crush of the Wheel,2,iasian,1,Updating my estimates based on the mean,0,0,NA,NA,1,0,,,0,0,NA,NA
370,370,R_3fq2fXmmzqnpCKO,Cynical Belief in the Inexorable Crush of the Wheel,2,easian,1,Updating based on the mean,0,0,NA,NA,1,0,,,0,0,NA,NA
371,371,R_3fq2fXmmzqnpCKO,Cynical Belief in the Inexorable Crush of the Wheel,2,iafric,1,Updating based on the mean,0,0,NA,NA,1,0,,,0,0,NA,NA
372,372,R_3fq2fXmmzqnpCKO,Cynical Belief in the Inexorable Crush of the Wheel,2,eafric,1,Updating based on the mean,0,0,NA,NA,1,0,,,0,0,NA,NA
373,373,R_VW6L7msoFtfLVqF,Renegade,2,lifesat,NA,NA,1,1,2,NA,1,1,,,1,1,NA,NA
374,374,R_VW6L7msoFtfLVqF,Renegade,2,iasian,NA,NA,1,1,2,NA,1,1,,,1,1,NA,NA
375,375,R_0cTB0KDG2PrYysN,Dragon,2,lifesat,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
376,376,R_0cTB0KDG2PrYysN,Dragon,2,negaffect,NA,NA,1,1,2,NA,1,1,,,1,1,NA,NA
377,377,R_0cTB0KDG2PrYysN,Dragon,2,posaffect,NA,NA,1,1,2,NA,1,1,,,1,1,NA,NA
378,378,R_0cTB0KDG2PrYysN,Dragon,2,ideoldem,NA,NA,1,1,1,NA,1,1,,,1,1,NA,NA
379,379,R_0cTB0KDG2PrYysN,Dragon,2,ideolrep,NA,NA,1,1,1,NA,1,1,,,1,1,NA,NA
380,380,R_0cTB0KDG2PrYysN,Dragon,2,polar,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
381,381,R_0cTB0KDG2PrYysN,Dragon,2,iasian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
382,382,R_0cTB0KDG2PrYysN,Dragon,2,easian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
383,383,R_0cTB0KDG2PrYysN,Dragon,2,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
384,384,R_0cTB0KDG2PrYysN,Dragon,2,eafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
385,385,R_0cTB0KDG2PrYysN,Dragon,2,igend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
386,386,R_0cTB0KDG2PrYysN,Dragon,2,egend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
387,387,R_1gcjcwcFt7dVhqG,BlackSwan,2,lifesat,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
388,388,R_1gcjcwcFt7dVhqG,BlackSwan,2,negaffect,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
389,389,R_1gcjcwcFt7dVhqG,BlackSwan,2,posaffect,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
390,390,R_1gcjcwcFt7dVhqG,BlackSwan,2,ideoldem,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
391,391,R_1gcjcwcFt7dVhqG,BlackSwan,2,ideolrep,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
392,392,R_1gcjcwcFt7dVhqG,BlackSwan,2,polar,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
393,393,R_1gcjcwcFt7dVhqG,BlackSwan,2,iasian,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
394,394,R_1gcjcwcFt7dVhqG,BlackSwan,2,easian,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
395,395,R_1gcjcwcFt7dVhqG,BlackSwan,2,iafric,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
396,396,R_1gcjcwcFt7dVhqG,BlackSwan,2,eafric,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
397,397,R_1gcjcwcFt7dVhqG,BlackSwan,2,igend,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
398,398,R_1gcjcwcFt7dVhqG,BlackSwan,2,egend,NA,-,NA,NA,NA,NA,0,0,,,1,0,NA,NA
399,399,R_25Kj6SQwGx3G7Ci,Team CCS,2,negaffect,1,We did not include additional variables in our forecasts. ,NA,NA,NA,NA,0,0,,,1,0,NA,NA
400,400,R_25Kj6SQwGx3G7Ci,Team CCS,2,posaffect,1,We did not include additional variables in our forecasts. ,NA,NA,NA,NA,0,0,,,1,0,NA,NA
401,401,R_2Uhk1Yuj0cBFlT5,Mr Muddle,2,easian,NA,"COVID-19 case numbers and political leadership change. We think the case numbers will make a difference because if the numbers are going up, people get more anxious and uncertain and will try to blame Asian Americans more and if this desire will diminish once the numbers fall. The same can be said for leadership changes as Trump, being a vocal critic of China, steps down, there will be less racist comments made by a world leader about COVID-19 and this will also in turn diminish the notion in people's minds about attributing blame to the Asian American community. ",2,1,2,NA,2,2,,,1,2,NA,NA
402,402,R_DLVIGmn1pzs32P7,C-Team,2,lifesat,NA,"Expert forecasts on COVID (e.g., the IHME forecasts), even forecasts made for the same day, have been wrong by a lot. Thus, we are not incorporating additional assumptions on COVID or other variables into our model. All the given datapoints are summarized using their geometric mean.",0,0,NA,NA,1,0,,,0,0,NA,NA
403,403,R_3L72c3NrNGsOve2,Woodstock,2,egend,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
404,404,R_31ioPcwrSSwt3Oa,Tosbik,2,ideoldem,NA,I took into account the fact that the US presidential elections are now over.,1,0,NA,NA,1,1,,,1,1,NA,NA
405,405,R_31ioPcwrSSwt3Oa,Tosbik,2,ideolrep,NA,I took into account the fact that the US presidential elections are now over.,1,0,NA,NA,1,1,,,1,1,NA,NA
406,406,R_31ioPcwrSSwt3Oa,Tosbik,2,polar,NA,My estimate was based on the fact that the US presidential elections are now over.,1,0,NA,NA,1,1,,,1,1,NA,NA
407,407,R_31ioPcwrSSwt3Oa,Tosbik,2,iasian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
408,408,R_31ioPcwrSSwt3Oa,Tosbik,2,easian,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
409,409,R_31ioPcwrSSwt3Oa,Tosbik,2,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
410,410,R_31ioPcwrSSwt3Oa,Tosbik,2,eafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
413,413,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,negaffect,NA,We simply had a discreet variable for the timing of the availability of a vaccine. ,1,1,3,Availability of a vaccine,1,1,,,1,1,NA,NA
414,414,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,posaffect,NA,We simply had a discreet variable for the timing of the availability of a vaccine. ,1,1,3,Availability of a vaccine,1,1,,,1,1,NA,NA
415,415,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,iasian,NA,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
416,416,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,easian,NA,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
417,417,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,iafric,NA,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
418,418,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,eafric,NA,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
419,419,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,igend,NA,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
420,420,R_ZwuBNPxXfr7ulbj,TAPE-Measurement,2,egend,NA,None,NA,NA,NA,NA,0,0,,,1,0,NA,NA
421,421,R_1ozQu5NIlLBJiI7,Nigel Mantou Lou,2,iasian,NA,"Anti-Asian media post increase during COVID.  Schild, L., Ling, C., Blackburn, J., Stringhini, G., Zhang, Y., & Zannettou, S. (2020). "" go eat a bat, chang!"": An early look on the emergence of sinophobic behavior on web communities in the face of covid-19. arXiv preprint arXiv:2004.04046. ",1,0,NA,NA,1,1,,,1,1,NA,NA
422,422,R_1ozQu5NIlLBJiI7,Nigel Mantou Lou,2,easian,NA,"I consider that Anti-Asian social media post published in this below article. I found that explicit attitudes are linked to Sinophobia posts at around -.49. Considering that the anti-Asian and blame toward Asians on the COVID-19 will be unlikely to drop.   Schild, L., Ling, C., Blackburn, J., Stringhini, G., Zhang, Y., & Zannettou, S. (2020). "" go eat a bat, chang!"": An early look on the emergence of sinophobic behavior on web communities in the face of covid-19. arXiv preprint arXiv:2004.04046.",1,0,NA,NA,1,1,,,1,1,NA,NA
423,423,R_85MoCqRRQ2G0h1f,HSCNAC,2,polar,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
424,424,R_85MoCqRRQ2G0h1f,HSCNAC,2,iafric,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
425,425,R_3D0iEIsVGa2GAyh,Team Supreme Ignorance,2,negaffect,0,Introduction of Covid-19 vaccine,NA,NA,NA,NA,1,1,,,1,1,NA,NA
