"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","t.consent_First.Click","t.consent_Last.Click","t.consent_Page.Submit","t.consent_Click.Count","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","t.covid_First.Click","t.covid_Last.Click","t.covid_Page.Submit","t.covid_Click.Count","Age","t.demo_First.Click","t.demo_Last.Click","t.demo_Page.Submit","t.demo_Click.Count","Sex","Genderident","Genderident_5_TEXT","Education","Occupation","Ethnicity","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","Comments","PID","STUDY_ID","SESSION_ID","complete","Issue","Useless","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","predNumber","First.Click","Last.Click","Page.Submit","Click.Count","details","upload_Id","upload_Name","upload_Size","upload_Type","up_First.Click","up_Last.Click","up_Page.Submit","up_Click.Count","any_First.Click","any_Last.Click","any_Page.Submit","any_Click.Count","confidence","basis","basis_text","theory","parameters","covidcondyn","coviddesc","Intuition","Theory","Simulation","DataDriven","Other","Method","Error","OM.Flag","HK.Flag","Agreement","OM.Comment","HK.Comment","Final.Code","Final.OT","Disagreement","OT.Flag","OT.Comment"
"1460",1460,"6/3/2020 15:29","6/3/2020 15:37",0,"107.211.248.244",100,472,1,"6/3/2020 15:37","R_Cai08Mm4eLmGnTj",NA,NA,NA,NA,41.80450439,-87.90460205,"anonymous","EN",0,0,3.495,0,80000,100000,150000,180000,200000,210000,230000,250000,280000,300000,310000,310500,9.137,32.763,51.412,4,21,2.846,5.11,6.325,3,1,2,NA,6,"unemployed",2,3,NA,3,"USA",1,4,NA,"5e78d6a1e1f94646342ff633","5ed7c6806cb9612735cc3980","5ed7fa1fe5722011478708ef",1,"easian","pred",0.1,0.1,0.1,0.1,0.05,0.05,0.05,0,0,0,-0.05,0,8438,2.984,2.984,2.985,1,3,"F_2fp9u6a9CXNtHDA","asian_explicit_bias_updated.xlsx",40011,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",51.086,53.882,80.429,2,0.68,12.016,27.055,2,3,"1",NA,"Same thing as implicit bias, COVID is a big factor for it.","I only used COVID as an indicator and didn't take into account 'single-shot events'.",1,"As COVID decreases, explicit bias and instances of racial prejudice will also decrease.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1461",1461,"6/3/2020 15:16","6/3/2020 15:40",0,"76.105.120.87",100,1407,1,"6/3/2020 15:40","R_3EMuXjZwqJMQn0z",NA,NA,NA,NA,33.99549866,-84.65809631,"anonymous","EN",17.205,22.316,26.087,3,900000,1200000,1500000,1800000,1700000,1800000,1900000,2000000,2050000,2100000,2150000,2200000,33.389,164.6,169.526,27,28,5.632,14.513,16.644,3,1,4,NA,6,"Economist",4,7,NA,4,"USA",2,5,"I think the survey was clear and easy to follow.","5e458eee2ea59a033e56931c","5ed7c6806cb9612735cc3980","5ed7f714c6a56e10f4122578",1,"easian","pred",0.12,0.14,0.16,0.17,0.16,0.18,0.2,0.21,0.22,0.2,0.18,0.17,8442,6.856,26.542,27.722,4,1,"F_vUBRP3N1wXzE6OJ","asian_explicit_bias_updated.xlsx",40035,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",222.461,274.047,277.606,14,3.654,45.455,73.782,2,6,"1",NA,"I didn't use a theoretical assumptions and used general intuition considering the raising racism and also fear due to covid-19.","I used COVID-19 and political leader's approach about racism.",1,"I creates more anger and even leverage for white people to discriminate other nations and races. I believe that the covid-19 will encourage racist people to explicitly show their racist feelings. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1462",1462,"6/3/2020 15:28","6/3/2020 15:48",0,"67.84.92.58",100,1176,1,"6/3/2020 15:48","R_3kLZNNNvhW78Vay",NA,NA,NA,NA,40.68769836,-73.92669678,"anonymous","EN",0,0,13.269,0,600000,500000,500000,400000,40000,50000,30000,30000,30000,20000,20000,10009,23.704,68.295,72.557,14,20,3.655,18.421,18.442,3,2,NA,NA,3,"student",6,10,NA,2,"united states",1,2,"the study was a bit confusing but it was very fun.","5dbe1b726d8f5832d796276c","5ed7c6806cb9612735cc3980","5ed7f9decc99e511f77d970c",1,"easian","pred",0.2,0.3,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,8456,10.116,11.701,11.602,2,3,"F_2SwTN3474naIu0B","asian_explicit_bias_updated.xlsx",40002,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",144.911,242.102,247.143,15,5.525,93.881,95.283,24,5,"1",NA,"my thought process was what Asians have gotten through in the past.","it can be because of racism and what people think is right.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1463",1463,"6/3/2020 15:36","6/3/2020 15:53",0,"96.244.50.228",100,1015,1,"6/3/2020 15:53","R_3P7cHv1wwe42x3X",NA,NA,NA,NA,39.28120422,-76.74060059,"anonymous","EN",0,0,42.599,0,1800000,1850000,1875000,2000000,2023000,2045000,2063000,2075000,2095000,2125000,2140000,2150000,60.401,115.917,208.856,2,38,3.414,6.186,8.434,3,1,2,NA,5,"IT Manager",4,10,NA,1,"United States",2,8,"There was a portion after uploading the excel sheet that it looped around","5ed78e5c16627f22b814b50d","5ed7c6806cb9612735cc3980","5ed7fbb46b0a622f8ab8f451",1,"easian","pred",0.34,0.4,0.45,0.3,0.35,0.32,0.39,0.32,0.29,0.32,0.25,0.3,8460,5.451,5.451,6.219,1,3,"F_2DV4EBrptdeF4Hh","asian_implicit_bias_updated.xlsx",39812,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",4.702,57.826,59.577,3,0.676,33.834,35.405,5,4,"1,5","upcoming elections","I assumed that during the upcoming elections, there would be a lot of rhetoric around the asian origin of Covid 19","I assumed that during the upcoming elections, there would be a lot of rhetoric around the asian origin of Covid 19",2,NA,1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1464",1464,"6/3/2020 15:03","6/3/2020 15:53",0,"23.81.209.180",100,3041,1,"6/3/2020 15:53","R_A4YH1SiU6AbWBZT",NA,NA,NA,NA,37.75100708,-97.8219986,"anonymous","EN",1.637,7.659,10.835,6,800000,1200000,1000000,600000,300000,170000,120000,80000,45000,30000,10000,2000,1.989,136.137,141.119,46,24,2.7,14.007,14.889,8,1,2,NA,5,"Administrative assistant",4,3,NA,2,"USA",2,6,"Interesting","5eccfe85840590000bf7fe36","5ed7c6806cb9612735cc3980","5ed7f3cb003b5110a33b89db",1,"easian","pred",0.2,0.1,0.2,0.3,0.2,0.1,0,0.2,0.3,0.2,0.2,0.3,8461,26.29,266.991,268.824,25,1,"F_utgREUMIuUCxQZ3","asian_explicit_bias_updated.xlsx",38838,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.811,551.125,551.859,35,19.9,136.098,136.127,12,4,"1,2",NA,NA,"It was based on the political predicted instability, protest, election, Covid-19 predicted increase that will eventually leads to unemployment etc",2,NA,1,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1465",1465,"6/3/2020 15:34","6/3/2020 15:54",0,"73.75.157.229",100,1181,1,"6/3/2020 15:54","R_24c81N6svbcZ34g",NA,NA,NA,NA,41.87330627,-88.11630249,"anonymous","EN",0,0,4.503,0,500000,450000,400000,350000,300000,325000,350000,375000,400000,350000,300000,250000,18.6,38.423,91.596,2,27,4.568,7.56,9.372,3,1,2,NA,5,"unemployed",8,10,NA,2,"United States",2,2,"No","5e097142864020244036e40d","5ed7c6806cb9612735cc3980","5ed7fb32b8c1632e726f925e",1,"easian","pred",0.1,0.12,0.1,0.09,0.08,0.07,0.1,0.11,0.12,0.11,0.1,0.09,8462,18.214,18.214,21.643,1,1,"F_33v9NwF01skp8hw","asian_explicit_bias_updated.xlsx",18714,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.682,3.682,3.684,1,2.748,101.49,125.014,5,3,"1",NA,"I thought about COVID-19 cases again, so I will discuss my assumptions in the next box.","I thought that explicit bias would follow a similar path as implicit bias. Explicit bias should also be related to the number of COVID-19 cases. It starts high since we have a lot of COVID-19 cases these days compared to what I think we'll have in the future. It will slowly drop down during the summer when the virus isn't as infectious. It will surge again in the fall during the flu season since I think that the COVID-19 cases will surge again. Then, it will steadily decrease into the spring of 2021.",1,"There should be a relationship between number of COVID-19 cases and explicit Asian-American bias. When the number of cases increases or stays high, the American explicit Asian-American bias will also stay high. There is a positive relationship between the two variables.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1466",1466,"6/3/2020 15:43","6/3/2020 15:56",0,"67.82.189.208",100,804,1,"6/3/2020 15:56","R_2rDfCpof4gke0sH",NA,NA,NA,NA,40.71299744,-73.55970001,"anonymous","EN",0,0,23.013,0,650000,700000,800000,9000000,100000,1250000,1750000,1800000,1190000,2000000,2100000,2150000,5.116,73.668,81.658,18,23,4.372,6.52,8.213,3,2,1,NA,5,"Case Manager",8,5,NA,1,"United States",1,4,"n/a","5e09566024f939233ecf1c7f","5ed7c6806cb9612735cc3980","5ed7fd5471a29e11c6f78095",1,"easian","pred",0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0,0,0,0,8471,7.037,7.037,21.906,1,3,"F_2TNxANXtNNeivlk","asian_explicit_bias_updated.xlsx",39900,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",50.771,104.686,105.851,28,15.877,63.038,85.055,2,5,"1",NA,"I didn't use theoretical assumptions.","The variables I used were COVID-19 having a 2nd wave and the 2020 Presidential election.",1,"I believe that with it still being a massive issue and the potential threat of a second wave, it will make explicit bias worse.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1467",1467,"6/3/2020 15:45","6/3/2020 15:57",0,"173.54.96.12",100,750,1,"6/3/2020 15:57","R_1rlkmenfutjACBA",NA,NA,NA,NA,40.95350647,-74.03350067,"anonymous","EN",0,0,4.422,0,700000,750000,700000,650000,700000,750000,800000,750000,700000,650000,600000,550000,14.587,14.587,69.524,1,39,4.452,8.892,11.347,3,1,2,NA,6,"Manager",2,10,NA,1,"USA",2,7,"Excel is a bad way to open files, you can get our names","5e98baf59cd41a0e7af7b263","5ed7c6806cb9612735cc3980","5ed7fdbc1ba1882fcebee190",1,"easian","pred",0.15,0.15,0.15,0.1,0.15,0.2,0.25,0.15,0.1,0.1,0.1,0.1,8474,23.097,23.097,23.098,1,1,"F_2CI1sZp7cLkeety","asian_explicit_bias_updated.xlsx",39987,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",72.177,72.177,85.41,1,2.143,16.618,20.597,2,4,"1,5","2nd wave and Trump","Based on 2nd wave and Trump","Yes",1,"As Covid ramps up, more Asians will be targeted.",1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1468",1468,"6/3/2020 15:42","6/3/2020 16:01",0,"108.184.92.208",100,1109,1,"6/3/2020 16:01","R_2464Qc5FnoUOwme",NA,NA,NA,NA,33.62049866,-117.9320984,"anonymous","EN",0,0,7.824,0,70000,80000,80000,80000,80000,100000,100000,80000,70000,70000,80000,80000,22.815,55.227,55.952,24,22,3.219,5.395,6.679,3,2,1,NA,5,"Student",4,10,"na",1,"USA",1,2,"My thought process for explicit: coronavirus will become less popular in the news and discussions of blame/criticism of Chinese individuals will decline. So, explicit attitudes will decline and reach normality. ","5e9c8aace6eae81abf309d53","5ed7c6806cb9612735cc3980","5ed7fd247676d210546c8bca",1,"easian","pred",0.13,0.12,0.11,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.01,0,8483,17.927,17.927,17.933,1,1,"F_3LaHruFJM7fJ2w9","asian_explicit_bias_updated.xlsx",40032,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",195.592,308.074,310.275,21,8.801,113.307,115.726,15,5,"1",NA,"None","My general intuition is that as everything goes back to normal, explicit distrust of Asian individuals will regain normality. I considered a possible second wave of coronavirus, but not sure if blame for that will fall on Chinese individuals again. ",1,"Coronavirus will become a normal part of our lives (a virus that you can catch and that will be around), but I do not think it will go on to have the same drastic impact on our lives anymore. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1469",1469,"6/3/2020 15:20","6/3/2020 16:01",0,"12.35.93.153",100,2452,1,"6/3/2020 16:01","R_4HCNTjkB69D4fsZ",NA,NA,NA,NA,36.0428009,-89.39160156,"anonymous","EN",0,0,38.379,0,1400000,1800000,2200000,2300000,2400000,2200000,22300000,2250000,2200000,1900000,1700000,1500000,15.857,389.987,501.214,22,34,3.048,9.395,13.178,3,1,2,NA,5,"Design Engineer",4,10,"Agnostic",3,"United States",3,6,"It was confusing to understand the metrics for the Whites vs Asian-Americans.  Is it normalized?  Is 1.0 the highest possible value and -1.0 the lowest?  ","5ea88c035cb94c2daa0e84ab","5ed7c6806cb9612735cc3980","5ed7f7f60318c62edc9bdaba",1,"easian","pred",0.18,0.15,0.21,0.31,0.25,0.29,0.2,0.15,0.21,0.14,0.05,0.1,8484,71.396,71.396,71.397,1,3,"F_AGtirT0iIl1mxxL","asian_explicit_bias_updated.xlsx",40054,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",56,56,80.153,1,1.09,415.039,419.688,9,2,"1",NA,"It seems the upward trend near the end of the graph may have been related to COVID-19 and people's misplaced resentment that the pandemic was caused by China.  I assumed this trend would continue for a while, but people tend to have short memories and they will soon move on as soon as Trump picks a new target blame.","I believe as COVID-19 peaks and recedes, people's negative perception of Asian-Americans will also recede.  There may be other global issues such as trade with China, territorial disputes in the South China Sea, missile tests in N. Korea, or human rights issues in Hong Kong that may disrupt or embellish this trend.",1,"This is the key variable.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1470",1470,"6/3/2020 15:41","6/3/2020 16:01",0,"170.250.44.49",100,1172,1,"6/3/2020 16:01","R_3etyagskccLjGvN",NA,NA,NA,NA,26.34320068,-80.21160126,"anonymous","EN",0,0,6.032,0,1000000,1500000,1000000,500000,200000,50000,20000,10000,5000,2000,500,0,4.478,111.043,112.375,20,19,4.831,7.886,10.632,3,1,2,NA,3,"Student/Writer ",6,2,NA,3,"United States of America ",2,8,NA,"5ec4283609d0e02e49320f98","5ed7c6806cb9612735cc3980","5ed7fce540591e2f017a5fca",1,"easian","pred",0.1,0.05,0,-0.01,-0.01,-0.03,-0.02,-0.01,0,0,0,0,8486,25.67,33.995,34.647,7,1,"F_21HULulenA1U3nu","asian_explicit_bias_updated.xlsx",39798,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.351,39.604,40.476,20,0.862,89.184,89.766,10,5,"1,2",NA,"I assume that due to the movement for equality currently ongoing, throughout the next months more companies will keep in mind to reduce explicit bias against non-white groups. ","I thought about COVID-19's impact on work demand, as there is less since more companies are out of business. This reduces bias.",1,"Less work, less hiring, less bias ",1,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1471",1471,"6/3/2020 15:39","6/3/2020 16:03",0,"24.162.70.129",100,1475,1,"6/3/2020 16:03","R_1exDarSrq3ZQaa0",NA,NA,NA,NA,32.87539673,-96.71029663,"anonymous","EN",0,0,9.271,0,680000,750000,790000,810000,830000,840000,850000,870000,890000,920000,925000,930000,25.734,25.734,95.367,1,18,1.588,13.866,14.413,4,2,1,NA,1,"student",8,4,NA,3,"United States of America",2,4,"n/a","5e7e592f6a6ee950b75adb5c","5ed7c6806cb9612735cc3980","5ed7fc4afd7ffe2e957df746",1,"easian","pred",0.11,0.11,0.1,0.09,0.09,0.12,0.12,0.13,0.1,0.09,0.1,0.11,8494,20.675,20.675,20.681,1,3,"F_1E1mXw6KWiKyO2F","asian_explicit_bias_updated.xlsx",40028,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",1.506,57.464,61.265,5,0.685,65.593,66.774,4,2,"1,2",NA,"I think it might go down a bit for now because of the current protest against white people, and there's just a different focus than on asians and how china started the virus.","How long protests last, and whether there is another flare up of COVID",1,"Beause if the trajectory is far and keeps going or gets worse, then explicit bias will stay high or go up",1,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1472",1472,"6/3/2020 15:37","6/3/2020 16:05",0,"97.100.196.222",100,1694,1,"6/3/2020 16:06","R_23fA83dT0T7WuqT",NA,NA,NA,NA,28.54640198,-81.25849915,"anonymous","EN",0,0,3.365,0,695000,750000,810000,890000,920000,980000,1000000,1018000,1020000,1023000,1025000,1026000,47.998,204.398,212.934,14,24,2.997,8.193,9.351,3,2,1,NA,3,"telecommuncations",4,10,NA,1,"United States",1,3,"n/a","5d9ca0e1bfbbba0014629292","5ed7c6806cb9612735cc3980","5ed7fc047d916f2e66291aae",1,"easian","pred",0.25,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.21,8504,28.628,28.628,28.63,1,1,"F_7Wc1ngWCOnWjWZr","asian_explicit_bias_updated.xlsx",40014,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.619,109.675,111.165,22,2.996,88.621,124.96,2,1,"1",NA,"Based on mainstream media bias and fear mongering. ","political leadership, unemployment rate, covid-19 deaths all being showcased in the media without resources to fact check those claims.",1,"The longer that people are unable to work the more angry they will be and they will want someone to blame.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1473",1473,"6/3/2020 15:46","6/3/2020 16:09",0,"73.61.18.35",100,1383,1,"6/3/2020 16:09","R_3D8dO9ojEJPotSO",NA,NA,NA,NA,42.67640686,-71.31710052,"anonymous","EN",22.936,39.727,48.25,14,1000000,1800000,2200000,2600000,2850000,3100000,3500000,4000000,4200000,4500000,4600000,4720000,13.225,135.02,145.278,20,18,3.096,6.379,10.163,3,1,2,NA,2,"student",2,3,NA,4,"USA",2,2,"A very well thought out survey, very informative and entertaining. ","5ecff6cdae146609ba388e5d","5ed7c6806cb9612735cc3980","5ed7fe12d9dbd912f56e4942",1,"easian","pred",0.1,0.07,0.05,0.03,0.01,0,-0.03,0,0.02,0.05,0.04,0.07,8522,64.148,64.148,64.153,1,1,"F_1d4smxzdaXvE3sn","asian_explicit_bias_updated.xlsx",40053,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.485,95.842,98.229,14,1.641,230.795,236.222,11,2,"1",NA,"Looking at the previous data, the curve should go down sooner or later, however I do feel like the values are usually more than a 0 (differences values). This is why my estimate went down in the beginning and slowly rise back up to around 0.05. ","There are many things that we could not account for, a pandemic like this for example, but generally I think this graph does a fine job of showing my estimate.  It does not however, include variable such as a change in leadership as the election results cannot be predicted yet (at least an accurate one).  ",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1474",1474,"6/3/2020 15:54","6/3/2020 16:10",0,"24.8.124.179",100,936,1,"6/3/2020 16:10","R_1jBw3xM5xm3bf9i",NA,NA,NA,NA,39.3710022,-104.8590012,"anonymous","EN",0,0,3.155,0,1000000,1500000,2000000,2250000,2500000,2750000,3000000,3200000,3400000,3600000,3700000,3800000,8.213,78.012,105.628,7,24,2.46,10.156,11.45,6,1,2,NA,5,"Consultant",4,1,NA,3,"United States of America",2,6,"N/a","5bef41fa54277d000114d6ad","5ed7c6806cb9612735cc3980","5ed7fffe57f9622f4c9699f0",1,"easian","pred",0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,8527,4.101,4.101,9.522,1,3,"F_V3zdoG9yc9GyreN","asian_explicit_bias_updated.xlsx",39928,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.105,30.494,52.802,6,0.635,12.281,28.665,2,5,"1,3",NA,"Higher in the short term, lower over a longer period of time. ","DId not consider additional variables in my predictions. ",1,"Higher short term, lower long term. ",1,0,1,0,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1475",1475,"6/3/2020 15:59","6/3/2020 16:12",0,"73.211.254.108",100,826,1,"6/3/2020 16:12","R_1FPovzBlTVt3EpF",NA,NA,NA,NA,41.7888031,-88.09159851,"anonymous","EN",0,0,6.725,0,800000,1000000,1300000,1500000,1800000,2100000,2400000,2700000,3000000,3200000,3500000,3800000,21.877,78.41,83.497,14,28,4.611,7.465,10.516,3,1,2,NA,6,"dental school student",2,1,NA,3,"USA",2,5,"no","5e079a98ff28a81053259192","5ed7c6806cb9612735cc3980","5ed8010271c07b12bb8a6b7c",1,"easian","pred",0.3,0.25,0.25,0.2,0.2,0.15,0.15,0.15,0.1,0.1,0.1,0.1,8535,12.231,12.231,12.233,1,1,"F_3MJsDgIeRl3S0Vb","asian_explicit_bias_updated.xlsx",39921,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",139.428,181.518,194.423,13,2.455,63.693,114.325,2,3,"1,4",NA,"I feel like due to coronavirus, people have more negative feelings towards Asian Americans. The coronavirus started in China, and usage of terms like ""Wuhan virus"" have created animosity towards Asian Americans. ","I feel that due to coronavirus, people have more animosity towards Asian Americans, which can be seen in the upsurge in crimes against Asian Americans. Overall, tensions are higher nowadays, and this manifests in racial biases. ",1,"I believe that when COVID-19 is more severe, there is going to be more bias towards Asian Americans. As COVID-19 trends downwards, people will begin to have less bias towards Asian Americans. ",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1476",1476,"6/3/2020 15:49","6/3/2020 16:13",0,"96.19.236.215",100,1398,1,"6/3/2020 16:13","R_1ZJvNwgoiE7MVgZ",NA,NA,NA,NA,30.50950623,-88.97350311,"anonymous","EN",7.721,7.721,9.454,1,900000,1150000,1350000,1450000,1550000,1650000,1740000,1830000,1920000,1970000,2120000,2170000,129.345,265.637,265.987,14,18,4.033,7.36,13.252,3,1,2,NA,3,"Full-Time Student",4,2,NA,5,"United States",2,6,"The instructions were clear and easy to understand. Thank you for this opportunity!","5eaf77532b6845665ddefd09","5ed7c6806cb9612735cc3980","5ed7fecbf02f122f9a8c21f7",1,"easian","pred",0.15,0.1,0.09,0.15,0.05,0.1,0.05,-0.01,0.05,-0.03,-0.05,-0.11,8536,42.407,42.407,42.415,1,1,"F_2A120Gj8rHntP9E","asian_explicit_bias_updated.xlsx",39921,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",9.036,85.413,104.95,4,22.682,150.541,163.38,14,2,"1,3",NA,"Due to the origins of the COVID-19 outbreak, many ignorant Americans form negative biases against 
Asian-Americans.","COVID-19 deaths will decline in rate and unemployment rate will fall as quarantine policies are lifted.",1,"As the rate of new infections and deaths decreases, explicit bias against Asian-Americans will decline.",1,0,1,0,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1477",1477,"6/3/2020 16:02","6/3/2020 16:14",0,"67.181.161.57",100,715,1,"6/3/2020 16:14","R_2TZQ0iGbU2b6l8T",NA,NA,NA,NA,36.86129761,-119.7668991,"anonymous","EN",0,0,2.828,0,1000000,1300000,1500000,1600000,1650000,1680000,1700000,2000000,2010000,2100000,2200000,2250000,22.77,59.38,96.303,3,30,3.736,7.528,8.998,3,1,2,NA,3,"Customer service",6,2,NA,3,"United States",2,6,"The graph was a little confusing","5ea91f1915996a3935c8513b","5ed7c6806cb9612735cc3980","5ed801c18f29cf3079b66773",1,"easian","pred",-0.1,-0.05,-0.1,0.05,0,-0.04,0.05,0.03,0.01,0.04,0.06,0.01,8549,37.792,37.792,37.795,1,1,"F_3KoKJpf8p8qATIw","asian_implicit_bias_updated.xlsx",39645,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",1.634,6.575,30.485,2,9.443,20.345,20.349,3,4,"4",NA,NA,"Leadership change",2,NA,0,0,0,1,0,"Data-Driven",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1478",1478,"6/3/2020 15:11","6/3/2020 16:17",0,"34.100.67.97",100,3944,1,"6/3/2020 16:17","R_ZvMwNpEvmRaq5Oh",NA,NA,NA,NA,39.0480957,-77.47280121,"anonymous","EN",38.844,38.844,40.37,1,1130000,1850000,2500000,300000,3200000,3800000,4100000,4500000,4600000,4650000,4700000,4725000,422.616,699.31,776.872,4,29,3.874,8.409,12.542,3,1,2,NA,5,"Project manager",6,4,NA,2,"USA",1,4,"none
","5bede24fff1d1900015583d0","5ed7c6806cb9612735cc3980","5ed7f5ea19fa7f2dcb987cb8",1,"easian","pred",0.167150755717483,0.10029045343049,0.0501452267152448,0.0802323627443917,0.048139417646635,0.028883650587981,0.0115534602351924,-0.00346603807055772,-0.0155971713175098,-0.0545900996112842,-0.0272950498056421,-0.0600491095724126,8558,66.907,66.907,66.916,1,1,"F_27a3BL8hOwkjKIH","asian_explicit_bias_updated.xlsx",41016,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",6.95,13.004,55.981,3,3.451,10.839,41.515,2,4,"1",NA,"just gut feeling","I considered that people will start to be together due to the situation in the country. Racism is not an option. ",1,"As the virus came from China people are afraid of asian - american people, even some people are pointing out that asian people are guilty of the current situation. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1479",1479,"6/3/2020 16:03","6/3/2020 16:18",0,"72.227.221.26",100,883,1,"6/3/2020 16:18","R_3IP2msGUF5DDq93",NA,NA,NA,NA,40.54679871,-74.18039703,"anonymous","EN",0,0,33.992,0,620000,710000,760000,810000,880000,970000,1040000,1180000,1270000,1330000,1390000,1430000,8.331,94.636,100.571,5,21,1.571,10.053,11.3,7,1,2,NA,5,"Student",2,2,NA,6,"United States",1,3,"There was a question i accidentally skipped after submitting the implicit data. ","5ecff9937fd043096b2c1984","5ed7c6806cb9612735cc3980","5ed801d40c75182f55ec2657",1,"easian","pred",0.11,0.13,0.14,0.14,0.15,0.17,0.19,0.18,0.183,0.17,0.16,0.15,8562,15.063,15.063,15.066,1,1,"F_1FfgOanzfL5n4Lr","asian_explicit_bias_updated.xlsx",40032,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.975,46.245,53.106,5,20.781,90.898,92.932,3,5,"1",NA,"I believe bias will continue to increase along the years due to corona-virus while following the increasing trend.","As corona virus cases continue to rise, the bias will continue to increase. Also, the BLM movement and African american protesters can influence the trend. ",1,"I believe the bias will continue to increase due to corona virus.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
